TRACK_ID,REL_PATH,reported_duration_sec,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_contrast_mean,spectral_flatness_mean,spectral_rolloff_mean,hnr_mean_db,inharmonicity_mean,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_01_std,mfcc_02_std,mfcc_03_std,mfcc_04_std,mfcc_05_std,mfcc_06_std,mfcc_07_std,mfcc_08_std,mfcc_09_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,measured_duration_sec,analyzed_duration_sec,analysis_windows,hnr_valid_frames,inharmonicity_valid_frames,extraction_status
track_0168403,03/168403.mp3,193.9,2458.3235446162084,847.62720933604,2584.6768335546158,547.0760728663528,21.482590644597952,6.179577008430455e-05,5348.080455300337,-2.438169036760058,0.0139843389738781,-85.23354945221759,90.22631177709488,7.390844501026287,21.56874132630711,6.833138087741852,5.045130192953312,0.8640977928355827,14.49116881565241,-0.4380865736778624,1.9045226253701852,1.6223638644627112,4.186448243911752,-4.527520180155864,101.97414353346052,35.16067041302355,26.555250458529,15.01414425716134,13.531476710990276,10.7058880712207,9.909579633427407,8.360302718061979,9.446487390961822,7.793529250302868,7.347005609150318,6.841808465138238,6.510608426811816,193.86666666666667,193.86666666666667,1,75,75,ok
track_0383573,73/383573.mp3,135.7,1954.2718894956415,918.8075761711837,2539.7236634828178,544.8896720614119,22.79630180241279,5.297735053715895e-06,4651.160822885479,0.2364982851721009,0.0235972692318947,-159.48859536028934,84.87699285507635,42.25149526345847,48.63276970300846,8.674619139367643,22.178469570844065,6.348067258481953,12.988781587379268,3.831298235754767,4.039416454886019,3.340653625420646,2.331752536607105,-2.2645984935941503,75.49839669578307,31.97051757989019,22.59220925697728,16.79363426981604,12.013777874035076,10.909513833399584,8.37917487976757,7.44317484155262,6.201609152592522,6.429470863733758,5.741287806022185,6.524304458401945,6.589024317794302,135.70610416666668,135.70612244897958,1,71,71,ok
track_1351134,34/1351134.mp3,206.0,2665.126471226026,781.6948359006609,2873.976975771609,411.8232063901199,23.26648176913081,0.0078764359522848,6160.906744336598,-0.5867139267718976,0.017053006112473,-109.9710315482525,74.27628446072843,25.319082500848587,31.828359679160418,7.646412854585187,12.691351510851886,4.957237958010148,10.562957350297156,1.85460144939256,5.310895773226431,2.4743375339353166,2.4346405211657607,-2.635158660287287,91.87602168798402,23.087120997043375,13.2666996165493,12.080333995767674,11.755625231258248,7.793119524880162,8.36917537915285,8.415175063326428,7.331688625156843,7.507674570658497,8.200243645464688,7.830375936094501,6.607964253537397,205.9426984126984,205.94272108843535,1,77,77,ok
track_0035173,73/35173.mp3,208.8,1230.662464222601,525.7986189351237,1698.559858673692,478.6749035833598,23.23997307922846,0.0004926140533079,2595.0767291348025,-2.906075254332924,0.0339698307070315,-164.64745821883866,147.6344123883096,-10.5387505354252,27.57288943358694,6.581416108465865,9.13387877815491,5.437485725769527,12.119341293385911,3.14011105672188,5.29896528446618,-2.301144260695997,0.4247512841172458,4.408840937663421,67.61487895715231,36.196292040861564,17.11818541820182,17.621583161300123,12.807402178787674,8.787634285989236,9.853577870299134,8.885521969955942,7.6253407582619825,7.867042664408594,9.068803629797856,8.777474364867867,8.34128258618495,208.73786848072564,208.73786848072564,1,71,71,ok
track_1233768,68/1233768.mp3,236.7,1810.463407643845,719.0157402144546,2443.82525383138,518.7067645853664,23.39127744804338,0.0084427136792854,4305.032077405367,1.021340871745107,0.0187958739045269,-90.07763772767152,107.53630163021238,27.18733347438558,30.151558198661128,6.928222793783157,10.880124923968802,-1.252924166798112,8.678576875141825,-3.187302474635793,4.632584458331499,-2.645057041107752,-2.653880085354484,3.950203656640115,73.61158526815355,29.32376884876244,15.715615715160334,15.86708673262829,16.443784532538864,9.248746256297135,9.14519245480522,7.543660928504573,10.352303624312816,7.595633446360604,7.541339827439645,7.34755594212834,8.77267426777926,236.69426303854877,236.6942857142857,1,79,79,ok
track_1023273,73/1023273.mp3,158.0,1562.9101869253248,1293.7254582941457,1611.9474354055662,729.519881731694,27.07885817458109,0.0276388508465428,2801.2240308467963,7.747629920046797,0.0079146046039953,-329.22071374400434,115.2010313512338,2.1783780317083474,-2.1040583371413693,-8.908102856907325,-18.51712298116102,-18.79062849003945,-14.061080213577378,-13.47561383675952,-4.592899717701354,-4.235420999117144,0.7253236220047717,1.872498250366834,121.77075843620524,52.31928390219598,23.4272231686114,15.377576865557296,9.529106228480112,11.89898772676703,10.595749295445778,12.356801520547885,9.908518760971925,9.540773903039554,8.15947401077136,8.388067129561229,9.84928722508419,157.91283446712018,157.91283446712018,1,77,77,ok
track_0026219,19/26219.mp3,42.4,1615.2226358352116,953.7275768126564,1984.970587832738,979.013614821335,21.487761110952405,0.0493542393216341,3631.347575984589,-0.300637418253512,0.0208685936298786,-187.66210661887715,115.6414222960766,11.109001036163878,1.5677684890019568,1.5347771040789069,2.50455649563711,-6.298129839390924,1.3625137537105445,-8.100854010963685,1.588515971686742,-0.6768499814402568,-2.895070689173594,-5.022286077656158,116.78874972602142,46.52804315297704,25.236660613893257,29.453186430298107,14.235513153319085,13.662724380161317,13.982490146808775,15.982403016332947,10.912461402656096,12.309543758119291,8.907259866292216,8.659106251901022,10.362807154395671,42.37061224489796,42.37061224489796,1,69,69,ok
track_0553091,91/553091.mp3,380.2,2376.4330102493163,999.9683662197508,2424.721639194352,471.0984167211493,21.90660794791341,0.0003378505945222,4843.369671139555,0.6134099888243656,0.0112791975805914,-44.95548287021317,84.93862226115967,0.9051023961679906,26.23116552328328,-4.731529083335231,4.238245714927271,-4.866629129707822,4.223036033878443,3.5107962459316058,-1.7217456209851751,7.8425679922647396,3.2196750948068638,2.8406545188214527,85.76537966814927,36.21277450369486,22.890769687516563,19.554458116574114,15.86630504657131,15.100440330016276,13.949142325590053,12.96844081545485,10.71437984039503,11.484445043400996,10.138052495978728,10.36035362597802,11.0525012933666,380.16,240.0,1,72,72,ok
track_1347896,96/1347896.mp3,92.1,484.4401070357505,406.2835646709333,696.2358044834541,407.74589719361927,28.141321661248565,0.0042758558609385,752.0238906663985,2.2496481282307226,0.019611467174838,-533.9561320325806,200.90743515363943,59.07838014793944,1.8139824338319357,6.721116997592984,7.187856587650662,-2.675597231634903,-7.455880746519869,-10.307615202441982,-12.638841132792956,-12.005470189067328,-9.768447947522253,-6.9065267751428125,63.70183829668927,46.933742413976326,24.62806151251208,21.96176167219341,11.498169670841238,8.941680529901232,12.26047039048122,13.43439208749451,10.950523620154888,9.683044593654724,10.169862422148537,8.491963282866546,8.162328455603099,92.0156462585034,92.0156462585034,1,80,80,ok
track_0171074,74/171074.mp3,149.9,1592.7494589652222,618.2770928781509,1749.8705005601769,436.6947306629111,26.334436721736527,0.0016068993395983,2954.992760854257,2.8155374824376644,0.0076029055538599,-154.48684016083791,131.0597140933405,-31.0334385082008,21.92329176249372,1.5713551434255133,-7.416225578472657,-5.612412340316529,-5.5632884277647285,-15.124832094377991,1.528166147112063,-7.002553902052381,-2.244141916113961,-5.634096723141036,82.8596840198554,28.94282163353829,24.7512367502122,11.509302329304296,12.146186224118278,12.415159392579964,11.50274687050834,9.614139129968647,8.744436843733416,8.165860069233874,8.080822321298765,8.056365682637171,7.908229641393035,149.91673469387754,149.91673469387754,1,79,79,ok
track_1052660,60/1052660.mp3,285.9,2051.0379500023564,407.8193372387507,1948.5275810742728,390.8626976238274,22.53511732901797,4.159275220629085e-05,4108.323074199097,-0.1071212984589751,0.0126107144932464,-113.1512993094014,105.37593205896532,-40.15827482536683,48.77390048162717,2.195829460889695,8.305124256450283,-5.449511156110352,-1.3730015309690426,2.912126876133056,0.177829967007609,-2.1210335067667256,3.4565491407560747,-3.40469114922186,72.03190602492553,23.457347440796983,26.1048647650436,14.86166902061619,11.796147794945716,10.386883017351233,8.24586292925407,10.765213928944954,7.586098320934708,8.098102375451043,7.172780610880636,7.212419838884823,6.8319905418696605,285.81820861678005,240.0,1,79,79,ok
track_0842757,57/842757.mp3,248.7,1388.422667191016,290.3746192673194,1746.330175115938,243.6429416695773,28.43591165066157,4.766746980754782e-07,2686.678545689066,3.7154987827535457,0.0128010226147247,-219.9961914314943,128.67587167485948,-14.562437733447888,22.348949549214744,6.658354191732162,22.40371968865884,-6.054045451012795,-9.322825130132884,-13.497971218023103,-1.8873160370350195,-2.579871045858758,-2.848192754876656,-3.7087418695655145,43.847203835030335,22.67954687422189,15.634780091403284,11.219207491525117,10.150674438238532,9.649221706055968,9.451888590538577,9.8473587191093,11.176547515694432,11.429204039510145,11.169099025051088,8.95105190474207,10.428348951975808,248.66249433106577,240.0,1,80,80,ok
track_0162045,45/162045.mp3,207.8,2053.212596386619,654.773569398893,2408.525316978926,379.5760799570354,24.340356720529854,5.528773379312142e-05,4389.561142699255,1.0205364611224823,0.0115419654099695,-43.33154109469906,102.72776502219683,-2.681386984255844,14.698212452021368,9.085228757692796,5.019454185054158,-3.008061835761701,9.291283853991892,-9.6041294912513,-2.3638408991310143,-8.412517863749391,4.075339095663102,-3.0084470418666496,71.78270924457098,24.801048648448848,15.968265126174083,13.750632500514802,11.48696871776697,9.557049149077429,9.50116129480516,8.782300057010843,8.840848241741709,8.904653968857314,8.18129222752001,8.198381720128147,7.449945801313057,207.78666666666663,207.78666666666663,1,80,80,ok
track_1149234,34/1149234.mp3,84.0,2843.509756816696,1163.4598919036953,2952.8422909639125,516.6630687999017,21.40968556683292,0.0002801563017898,6389.969099813433,0.5557856211147634,0.031092783886957,-83.84092684131015,58.621487442640856,23.71079802102908,29.69453295103221,13.893155995232808,22.321398327521457,9.856839751509662,13.113910242576912,3.788928179602685,9.729911048385388,3.4603052201535145,9.237752807791503,4.755491552776629,48.81255525738484,34.157903014145006,24.520818035221836,10.900046134892683,8.026495673878859,7.202343648229407,7.246130070937351,6.360747793747918,5.837234852294358,5.828573155030572,7.688475268192796,8.364667262436196,8.149702607216337,84.0,84.0,1,70,70,ok
track_0711277,77/711277.mp3,151.0,1491.754216184872,912.526063890408,1942.2148809066805,929.5688416537072,24.21503258740057,0.0182534424283527,3252.0219521578983,3.1273191885626286,0.0157536622941918,-210.27800963212655,110.74214613108605,29.107838748730103,20.956169171679,5.898965131922784,9.97096879021314,-5.332273613623146,-3.887085397526285,-2.4297518568629304,1.76870445868935,-5.868675236699192,-3.2824784298960874,-0.3054243488953047,128.23975442477487,43.97215572501428,26.269820506506637,17.421703780771548,15.740124079019306,13.32410141083047,15.658310150101872,14.397693230604284,13.405518296447031,11.372067223632047,8.774470550576893,9.72101055867864,12.162294466866864,150.98662131519274,150.98662131519274,1,77,77,ok
track_1132736,36/1132736.mp3,394.2,1011.082567367461,755.4921785807197,1526.8349827877714,729.9092592292129,22.288368740059337,3.42893582836595e-06,2127.690259148093,-2.2648673754651343,0.0508739565994161,-146.38624797621526,131.7883921147846,12.668490225395685,36.016151479311326,12.08676868215803,25.907651795482337,14.34150369043733,16.15767175805879,8.849308374901728,7.329959396434726,4.864565120385881,9.051789130764687,7.98628011566602,91.95365738865898,44.22610120692433,41.72351909017051,24.281978118768176,22.01802348175693,16.860058527180943,15.939280327419493,10.903045791073325,11.308403464798076,9.58212413681491,10.538138862827909,9.78163304868514,9.086432291208272,394.1463492063492,240.0,1,74,74,ok
track_0773674,74/773674.mp3,267.0,2112.299584914006,688.4282932619776,2122.4831891629738,478.024034076167,23.88947311029437,2.520823857382956e-05,4232.099409073868,-1.804986472228513,0.0119267532829869,-80.56219333345838,100.50901918689902,-18.441877303903077,32.06269795795681,-6.524358103426797,0.3562889448158016,-9.46440280919614,-1.7233245025479722,-8.061671347085397,0.1358362133436311,0.8413268149500257,-0.1234151590309154,-3.0108436728336043,104.26234053832478,31.6288901240662,23.158456160835247,21.026755694261432,16.452368262582592,14.535216444728327,14.04794263518027,13.380663241963248,10.605917015508568,9.288260429394128,8.922704701211098,9.39936403220968,7.411374983914841,267.0,240.0,1,75,75,ok
track_0986866,66/986866.mp3,366.7,1653.0273554823318,689.8873396339832,2445.3757713986997,533.271084857142,22.69078273381569,7.233760646748454e-06,3815.135263732344,1.3562976298577816,0.0184948079535477,-154.62761070776386,111.45955105850202,40.828910641442846,28.448505787310783,12.00482785819032,5.569254925395232,0.528445987330372,2.9984292257173517,-3.667004611559036,3.408321280212606,-3.6667006617511446,-3.061472718347831,-6.980492105063052,67.13349818929031,25.088165529997223,26.24901164096004,13.971948923815244,11.715657910355093,12.671675542640324,10.31928133023857,8.666240898849841,10.584610858390857,8.59139710126141,7.519971720886479,6.993117682930456,6.9930285598168025,366.6666893424036,240.0,1,73,73,ok
track_1163967,67/1163967.mp3,279.1,1471.5009308615856,620.4991112395709,2086.7156972740904,473.3396212817268,25.391252527868552,0.0001006814580577,3102.932278659691,2.2589127028151514,0.0182220466534317,-173.19137326502255,116.44228432397286,12.144113902160436,30.442265584134287,6.696759071640437,5.576374674911296,-1.0454257862990572,3.2724340265327,-7.295702149422591,-3.8867740422802983,-10.981799231096812,-6.537027698352604,-10.513240371958169,70.94825841044063,25.7609341175957,15.343583404375394,13.059303901383627,10.08775654785653,7.79840003213771,8.592782558318364,8.339152686104162,8.167078354609073,7.468045271540388,7.209230685841873,7.04943881747339,6.825873593443424,279.111768707483,240.0,1,80,80,ok
track_1367768,68/1367768.mp3,117.5,3105.001577982317,793.0174240681525,2968.652987048487,312.528670690036,25.417445063196205,0.0037636766284593,6854.184522063365,2.841308019506116,0.0117923836933423,-128.93930136130317,47.48302081013062,3.0604396398683544,25.102559905440323,22.17012819219307,9.379027871546066,1.660297834536009,-1.0299534513854345,-2.1465117898044497,5.771390568642424,2.5331977933593715,6.274115064178442,-5.242547339605896,102.47420296126586,25.42474756453652,16.170877495864865,11.194048052418106,14.026717241191488,10.300717886684938,8.993181803837443,8.897670212552342,8.558491345663022,7.46690912526566,7.559772828036175,8.065633522565037,7.49360229842589,117.47371882086168,117.47374149659863,1,79,79,ok
track_1088383,83/1088383.mp3,195.0,1214.4872874739624,598.7604372029148,1953.6850362826383,616.8089659197085,26.040493885197947,0.0053598260398272,2373.277956805192,2.226709549543102,0.0182546938737397,-237.6138158536122,121.0995483801947,42.92250738462917,33.70240307666909,6.625256486937482,9.141377070007984,-5.777400592641888,-1.6769352226705956,-8.10382450867651,-4.274911526134351,-12.449674473008596,-4.659893031359481,-9.609430692602896,81.10456697114377,34.93126228833649,22.299439740404942,16.69933889430731,9.823906305557044,10.773567777433929,10.855729091623845,11.77411732328624,8.604270890889863,9.191515127148548,8.786754394223042,9.874971294913143,9.024356453993152,195.0,195.0,1,79,79,ok
track_1098068,68/1098068.mp3,239.3,2547.338888640952,697.2137297933982,2491.9845745840626,360.74270951800514,21.6384342687766,0.0007685378174312,5344.966120304765,-3.4835209826921174,0.0133573578556962,-79.52499222750428,83.66010873499069,-13.831037995579685,20.3799571831809,-3.936115323512568,8.704889105379257,-3.038142864759511,4.302709841590921,-4.347553249054242,3.480552644996967,-1.6695856953110817,2.9498603660799056,-3.146241426999409,79.34695981566935,26.871973487110598,16.442465754910415,11.50793913685294,11.513716805751358,10.06545500163413,8.681012998180366,7.487435905246889,8.139848737718491,7.685583170167217,6.220609036292063,6.361801207546336,6.897743214915513,239.2163038548753,239.21632653061224,1,66,66,ok
track_1194604,04/1194604.mp3,310.3,2004.98035598835,828.6622642315577,2543.560198507352,516.4826843146748,24.012660491750307,0.0008345359966325,4473.173992995507,1.28916453185181,0.0181746735559293,-94.50959447180152,106.1702294107642,19.70536596449139,12.744641680036882,6.949228229329146,0.6325594941038788,1.5847485214963788,2.2350387074988216,-0.2277510216828701,3.543269520125931,-11.268846416044706,-7.887853157615733,-8.747620542583253,58.86169813704161,29.90690614052508,20.561560969239288,14.584075453409463,12.712807087924796,11.144102167394887,10.250465300783883,9.664353229788205,11.209455939269898,11.32473873786011,11.62224697506862,10.047249018904342,10.13325170272491,310.2933333333333,240.0,1,74,74,ok
track_0723360,60/723360.mp3,237.6,2734.1704499024854,731.2281706587951,2600.358738118914,446.70628422948965,23.63868003788074,0.0093748275449276,5697.434690951182,0.2378083469047684,0.0142318528850142,-21.80714951975951,61.41740772944378,-9.889433664219863,32.16962396494601,8.264677129981514,12.097745554884304,3.301713492342309,11.459367089343427,3.519419325907017,5.397813652442827,2.5959062591166706,4.788544144452112,-5.178840679286938,97.61721801420502,23.295697168666067,17.21342240096155,11.761892959514377,12.740780217455455,10.442855538141924,9.425563816259263,7.625018858233267,6.197789592475396,6.907628957899741,6.599369236951499,7.077461844953257,7.338444225863679,237.57333333333327,237.57333333333327,1,77,77,ok
track_0511074,74/511074.mp3,235.0,1773.3244399424134,512.9526244949672,2124.259992821279,381.2075611038029,27.93484620324433,0.0013376785884856,3579.8157516375445,3.158079025636106,0.0101899325881841,-175.24099515605695,100.65253806447102,-7.985918562455093,25.246177155699208,2.1027851012756837,0.795199399876963,-2.5506406461128224,-2.9616968212567314,-5.082536413387324,-4.6182297746104775,-13.537906442258285,-10.595520137907052,-14.04399274146862,75.74105396904989,20.91946486988273,15.476795527129326,10.64662154905396,9.668241908312782,12.710420944155198,9.176127049636788,7.917188357697105,6.632206223086629,8.146996358936986,7.589896507229445,9.040619210420246,6.949544043741444,234.9491156462585,234.9491156462585,1,78,78,ok
