TRACK_ID,logmel_path
track_1098068,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/68/1098068.npy
track_1194604,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/04/1194604.npy
track_0723360,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/60/723360.npy
track_0511074,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/74/511074.npy
track_1137247,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/47/1137247.npy
track_1103321,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/21/1103321.npy
track_1098831,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/31/1098831.npy
track_1417008,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/08/1417008.npy
track_1052565,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/65/1052565.npy
track_1009061,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/61/1009061.npy
track_0350359,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/59/350359.npy
track_1105603,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/03/1105603.npy
track_1274166,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/66/1274166.npy
track_0989877,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/77/989877.npy
track_1113645,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/45/1113645.npy
track_1339384,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/84/1339384.npy
track_0166333,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/33/166333.npy
track_1196185,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/85/1196185.npy
track_1160157,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/57/1160157.npy
track_1164968,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/68/1164968.npy
track_0741321,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/21/741321.npy
track_0081020,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/20/81020.npy
track_1158178,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/78/1158178.npy
track_1145836,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/36/1145836.npy
track_0661313,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/13/661313.npy
track_1222347,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/47/1222347.npy
track_1137272,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/72/1137272.npy
track_1399581,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/81/1399581.npy
track_0271744,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/44/271744.npy
track_0976782,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/82/976782.npy
track_1113991,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/91/1113991.npy
track_0245387,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/87/245387.npy
track_1243735,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/35/1243735.npy
track_0914765,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/65/914765.npy
track_0135244,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/44/135244.npy
track_1332180,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/80/1332180.npy
track_0498810,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/10/498810.npy
track_1083510,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/10/1083510.npy
track_1109965,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/65/1109965.npy
track_0946828,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/28/946828.npy
track_1124249,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/49/1124249.npy
track_0704838,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/38/704838.npy
track_1227396,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/96/1227396.npy
track_1080900,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/00/1080900.npy
track_0742888,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/88/742888.npy
track_1165508,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/08/1165508.npy
track_1236047,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/47/1236047.npy
track_0998079,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/79/998079.npy
track_1228623,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/1228623.npy
track_1374954,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/54/1374954.npy
track_1248561,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/61/1248561.npy
track_0015169,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/69/15169.npy
track_0205736,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/36/205736.npy
track_1190958,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/58/1190958.npy
track_1179410,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/10/1179410.npy
track_0113791,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/91/113791.npy
track_0296237,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/37/296237.npy
track_1023486,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/86/1023486.npy
track_0938052,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/52/938052.npy
track_0272910,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/10/272910.npy
track_0129978,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/78/129978.npy
track_0136840,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/40/136840.npy
track_1067291,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/91/1067291.npy
track_0088554,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/54/88554.npy
track_1159696,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/96/1159696.npy
track_1268732,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/32/1268732.npy
track_1129657,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/57/1129657.npy
track_0402576,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/76/402576.npy
track_1416534,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/34/1416534.npy
track_1126082,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/82/1126082.npy
track_1317901,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/01/1317901.npy
track_1078474,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/74/1078474.npy
track_1103452,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/52/1103452.npy
track_1332223,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/1332223.npy
track_1417903,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/03/1417903.npy
track_0913291,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/91/913291.npy
track_1150099,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/99/1150099.npy
track_0919356,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/56/919356.npy
track_1372874,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/74/1372874.npy
track_0166583,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/83/166583.npy
track_1051952,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/52/1051952.npy
track_1165995,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/95/1165995.npy
track_0903596,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/96/903596.npy
track_1164567,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/67/1164567.npy
track_0293161,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/61/293161.npy
track_1123291,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/91/1123291.npy
track_1040015,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/15/1040015.npy
track_0425766,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/66/425766.npy
track_1115634,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/34/1115634.npy
track_0858536,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/36/858536.npy
track_1251313,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/13/1251313.npy
track_0957457,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/57/957457.npy
track_0077441,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/41/77441.npy
track_1348657,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/57/1348657.npy
track_1374304,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/04/1374304.npy
track_0277804,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/04/277804.npy
track_1105052,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/52/1105052.npy
track_1222001,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/01/1222001.npy
track_1077278,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/78/1077278.npy
track_0890461,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/61/890461.npy
track_0470753,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/53/470753.npy
track_0965601,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/01/965601.npy
track_1159669,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/69/1159669.npy
track_1095024,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/24/1095024.npy
track_0764605,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/05/764605.npy
track_1365242,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/42/1365242.npy
track_1170403,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/03/1170403.npy
track_0154635,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/35/154635.npy
track_1225501,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/01/1225501.npy
track_0278336,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/36/278336.npy
track_0571484,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/84/571484.npy
track_1118601,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/01/1118601.npy
track_1093649,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/49/1093649.npy
track_1134585,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/85/1134585.npy
track_0716963,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/63/716963.npy
track_0150962,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/62/150962.npy
track_1078367,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/67/1078367.npy
track_1153116,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/16/1153116.npy
track_0006719,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/19/6719.npy
track_1315940,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/40/1315940.npy
track_0188505,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/05/188505.npy
track_1054172,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/72/1054172.npy
track_0768437,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/37/768437.npy
track_0941153,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/53/941153.npy
track_1095021,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/21/1095021.npy
track_1111986,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/86/1111986.npy
track_0415498,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/98/415498.npy
track_1374256,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/56/1374256.npy
track_1060333,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/33/1060333.npy
track_1289378,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/78/1289378.npy
track_0988503,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/03/988503.npy
track_1041677,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/77/1041677.npy
track_0618448,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/48/618448.npy
track_0084042,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/42/84042.npy
track_1102230,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/30/1102230.npy
track_1078823,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/1078823.npy
track_0868977,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/77/868977.npy
track_1076577,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/77/1076577.npy
track_1416237,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/37/1416237.npy
track_1248256,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/56/1248256.npy
track_0976923,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/976923.npy
track_1189098,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/98/1189098.npy
track_1219476,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/76/1219476.npy
track_0964541,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/41/964541.npy
track_1293735,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/35/1293735.npy
track_1131491,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/91/1131491.npy
track_0941158,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/58/941158.npy
track_1276895,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/95/1276895.npy
track_0461019,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/19/461019.npy
track_1054399,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/99/1054399.npy
track_0991719,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/19/991719.npy
track_0891605,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/05/891605.npy
track_1403968,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/68/1403968.npy
track_1401972,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/72/1401972.npy
track_1228858,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/58/1228858.npy
track_1051068,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/68/1051068.npy
track_1129798,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/98/1129798.npy
track_1307835,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/35/1307835.npy
track_1071852,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/52/1071852.npy
track_1068666,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/66/1068666.npy
track_1169708,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/08/1169708.npy
track_1131495,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/95/1131495.npy
track_1397808,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/08/1397808.npy
track_0618459,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/59/618459.npy
track_1413875,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/75/1413875.npy
track_1049275,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/75/1049275.npy
track_0802281,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/81/802281.npy
track_1158971,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/71/1158971.npy
track_1074710,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/10/1074710.npy
track_1379949,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/49/1379949.npy
track_1110506,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/06/1110506.npy
track_0608931,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/31/608931.npy
track_0811237,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/37/811237.npy
track_1072427,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/27/1072427.npy
track_1166925,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/25/1166925.npy
track_1393523,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/1393523.npy
track_0873560,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/60/873560.npy
track_1081529,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/29/1081529.npy
track_0096718,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/18/96718.npy
track_0836526,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/26/836526.npy
track_0989879,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/79/989879.npy
track_1397164,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/64/1397164.npy
track_1360555,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/55/1360555.npy
track_1203323,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/1203323.npy
track_1125843,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/43/1125843.npy
track_1115567,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/67/1115567.npy
track_0357514,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/14/357514.npy
track_1035011,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/11/1035011.npy
track_1037056,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/56/1037056.npy
track_1127772,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/72/1127772.npy
track_0405783,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/83/405783.npy
track_1415108,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/08/1415108.npy
track_1368387,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/87/1368387.npy
track_1223282,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/82/1223282.npy
track_1132969,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/69/1132969.npy
track_1107063,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/63/1107063.npy
track_0264329,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/29/264329.npy
track_1413863,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/63/1413863.npy
track_1123937,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/37/1123937.npy
track_0416474,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/74/416474.npy
track_1257250,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/50/1257250.npy
track_1163971,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/71/1163971.npy
track_1284690,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/90/1284690.npy
track_1208243,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/43/1208243.npy
track_0021982,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/82/21982.npy
track_1371499,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/99/1371499.npy
track_1071300,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/00/1071300.npy
track_1057725,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/25/1057725.npy
track_1340349,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/49/1340349.npy
track_1076580,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/80/1076580.npy
track_1150744,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/44/1150744.npy
track_1083511,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/11/1083511.npy
track_1320575,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/75/1320575.npy
track_0383567,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/67/383567.npy
track_1027875,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/75/1027875.npy
track_0079748,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/48/79748.npy
track_0855269,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/69/855269.npy
track_1044568,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/68/1044568.npy
track_1111539,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/39/1111539.npy
track_1052562,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/62/1052562.npy
track_0414049,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/49/414049.npy
track_0259843,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/43/259843.npy
track_1295769,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/69/1295769.npy
track_1143990,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/90/1143990.npy
track_1256026,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/26/1256026.npy
track_1217511,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/11/1217511.npy
track_1087153,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/53/1087153.npy
track_1075176,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/76/1075176.npy
track_0919353,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/53/919353.npy
track_1069084,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/84/1069084.npy
track_1414831,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/31/1414831.npy
track_1089272,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/72/1089272.npy
track_0686758,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/58/686758.npy
track_1098677,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/77/1098677.npy
track_1075169,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/69/1075169.npy
track_1137238,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/38/1137238.npy
track_1112025,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/25/1112025.npy
track_1313335,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/35/1313335.npy
track_1111542,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/42/1111542.npy
track_1131565,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/65/1131565.npy
track_1416193,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/93/1416193.npy
track_1133089,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/89/1133089.npy
track_1077725,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/25/1077725.npy
track_1398418,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/18/1398418.npy
track_0873805,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/05/873805.npy
track_0485059,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/59/485059.npy
track_1203372,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/72/1203372.npy
track_1346207,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/07/1346207.npy
track_1374953,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/53/1374953.npy
track_0565805,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/05/565805.npy
track_1156029,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/29/1156029.npy
track_1163228,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/28/1163228.npy
