TRACK_ID,classical,electronic,folk,hiphop,jazz,rock
track_1164968,0,1,0,0,0,0
track_0741321,0,1,1,0,0,0
track_0081020,0,1,0,0,0,0
track_1158178,0,0,0,1,0,0
track_1145836,0,0,0,0,1,0
track_0661313,0,1,0,0,0,0
track_1222347,0,0,1,0,1,0
track_1137272,0,0,0,1,1,0
track_1399581,0,1,0,0,0,0
track_0271744,1,0,0,0,0,0
track_0976782,0,1,0,0,1,0
track_1113991,1,0,0,0,0,0
track_0245387,0,0,1,0,0,0
track_1243735,0,1,0,1,0,0
track_0914765,0,0,1,0,0,0
track_0135244,0,0,1,0,0,0
track_1332180,0,0,1,0,0,0
track_0498810,0,0,0,0,0,1
track_1083510,0,0,0,0,1,0
track_1109965,0,1,0,0,0,0
track_0946828,0,1,0,0,0,0
track_1124249,1,0,0,0,1,0
track_0704838,0,1,0,0,0,0
track_1227396,0,0,0,0,1,0
track_1080900,1,0,0,1,0,0
track_0742888,0,0,0,0,0,1
track_1165508,0,1,0,1,0,0
track_1236047,0,0,0,0,0,1
track_0998079,0,0,0,0,0,1
track_1228623,0,1,0,0,0,0
track_1374954,0,0,0,0,0,1
track_1248561,0,1,0,0,0,0
track_0015169,0,1,0,0,0,0
track_0205736,0,0,0,0,0,1
track_1190958,0,0,1,0,0,0
track_1179410,0,0,0,0,0,1
track_0113791,0,1,0,0,0,0
track_0296237,1,1,0,0,0,0
track_1023486,0,0,0,0,1,0
track_0938052,0,0,1,0,0,0
track_0272910,1,0,0,0,0,0
track_0129978,0,1,0,1,0,0
track_0136840,1,0,0,0,0,0
track_1067291,0,0,0,0,0,1
track_0088554,1,0,0,0,1,0
track_1159696,0,0,1,0,0,0
track_1268732,1,0,0,0,0,0
track_1129657,0,0,0,0,0,1
track_0402576,0,1,0,0,0,0
track_1416534,1,0,0,0,0,0
track_1126082,0,1,0,0,0,0
track_1317901,0,0,0,0,0,1
track_1078474,0,0,0,0,0,1
track_1103452,1,0,0,0,1,0
track_1332223,1,0,0,0,0,0
track_1417903,0,1,0,1,0,0
track_0913291,0,1,0,0,0,0
track_1150099,0,1,0,0,0,0
track_0919356,0,0,0,0,0,1
track_1372874,0,0,1,0,0,0
track_0166583,0,0,0,0,0,1
track_1051952,0,0,0,0,0,1
track_1165995,0,0,1,0,0,1
track_0903596,1,0,0,0,0,0
track_1164567,0,0,0,0,1,0
track_0293161,0,0,0,0,0,1
track_1123291,1,0,0,0,0,0
track_1040015,0,1,0,0,0,0
track_0425766,1,1,0,0,0,0
track_1115634,1,0,0,0,0,0
track_0858536,1,0,0,0,0,0
track_1251313,0,0,0,0,0,1
track_0957457,0,0,1,0,0,0
track_0077441,0,1,0,0,0,0
track_1348657,0,0,0,0,1,0
track_1374304,1,0,0,0,1,0
track_0277804,0,0,1,0,0,0
track_1105052,0,0,1,0,0,0
track_1222001,0,0,1,0,0,0
track_1077278,0,0,1,0,0,0
track_0890461,1,1,0,0,0,0
track_0470753,1,0,0,0,0,0
track_0965601,1,0,0,0,0,0
track_1159669,0,0,1,0,0,0
track_1095024,0,1,0,0,0,1
track_0764605,0,1,0,0,0,0
track_1365242,0,0,0,0,0,1
track_1170403,1,0,0,0,0,0
track_0154635,0,1,0,0,1,0
track_1225501,0,0,0,1,0,0
track_0278336,1,0,0,0,0,0
track_0571484,0,0,0,1,1,0
track_1118601,0,1,0,0,0,0
track_1093649,0,1,0,0,0,0
track_1134585,1,0,0,0,0,0
track_0716963,0,0,0,0,0,1
track_0150962,1,0,0,0,0,0
track_1078367,0,0,1,0,0,0
track_1153116,0,0,0,1,0,0
track_0006719,0,0,0,0,0,1
track_1315940,0,0,1,0,0,0
track_0188505,0,0,0,0,0,1
track_1054172,0,1,0,0,0,0
track_0768437,0,0,0,1,1,0
track_0941153,0,0,1,0,0,0
track_1095021,0,1,0,0,0,1
track_1111986,1,1,0,0,0,0
track_0415498,0,1,0,0,0,0
track_1374256,0,1,1,0,0,0
track_1060333,0,0,1,0,0,0
track_1289378,0,0,0,0,0,1
track_0988503,1,0,0,0,0,0
track_1041677,0,0,1,0,0,0
track_0618448,0,0,0,1,1,0
track_0084042,0,0,1,0,0,1
track_1102230,0,0,0,0,1,0
track_1078823,1,1,0,0,0,0
track_0868977,1,0,0,0,0,0
track_1076577,0,0,0,1,0,0
track_1416237,0,0,0,0,0,1
track_1248256,0,0,0,1,0,0
track_0976923,0,0,0,0,0,1
track_1189098,0,0,1,0,0,0
track_1219476,0,0,0,0,0,1
track_0964541,0,0,0,0,1,0
track_1293735,0,0,0,1,0,0
track_1131491,0,0,0,0,1,0
track_0941158,0,0,1,0,0,0
track_1276895,0,0,0,1,0,0
track_0461019,0,0,0,0,0,1
track_1054399,0,1,0,0,0,0
track_0991719,1,0,0,0,0,0
track_0891605,0,1,0,1,0,0
track_1403968,0,1,0,0,0,0
track_1401972,0,0,0,0,0,1
track_1228858,0,0,0,0,1,0
track_1051068,0,0,0,0,0,1
track_1129798,1,1,0,0,0,0
track_1307835,0,0,1,0,0,0
track_1071852,0,0,1,0,0,0
track_1068666,1,0,0,0,0,0
track_1169708,1,0,0,0,0,0
track_1131495,0,0,0,0,1,0
track_1397808,0,0,1,0,0,1
track_0618459,0,0,0,1,1,0
track_1413875,0,0,0,0,0,1
track_1049275,0,0,0,0,1,0
track_0802281,0,0,0,1,1,0
track_1158971,1,0,0,0,0,0
track_1074710,0,0,0,1,0,0
track_1379949,0,0,0,0,0,1
track_1110506,0,1,0,0,0,0
track_0608931,0,0,0,0,0,1
track_0811237,1,0,0,0,0,0
track_1072427,0,1,0,0,0,1
track_1166925,0,0,1,0,0,0
track_1393523,0,0,0,0,0,1
track_0873560,0,0,0,0,1,0
track_1081529,1,0,0,0,0,0
track_0096718,0,1,0,0,0,0
track_0836526,0,0,0,0,0,1
track_0989879,0,1,0,1,0,0
track_1397164,1,0,1,0,0,0
track_1360555,0,0,1,0,0,0
track_1203323,0,0,0,1,0,0
track_1125843,0,0,0,0,0,1
track_1115567,0,1,0,0,0,0
track_0357514,0,1,0,0,0,0
track_1035011,0,0,0,0,1,1
track_1037056,0,0,1,0,0,0
track_1127772,0,0,0,1,0,0
track_0405783,0,0,1,0,0,1
track_1415108,1,0,0,0,0,0
track_1368387,0,0,0,0,1,0
track_1223282,0,1,0,0,0,0
track_1132969,0,0,1,0,0,0
track_1107063,0,1,0,0,0,0
track_0264329,0,1,0,1,0,0
track_1413863,0,0,0,0,0,1
track_1123937,0,0,0,0,0,1
track_0416474,1,0,0,0,0,0
track_1257250,0,0,0,0,0,1
track_1163971,0,0,1,0,0,0
track_1284690,0,0,1,0,0,0
track_1208243,0,1,0,0,0,0
track_0021982,0,0,0,0,0,1
track_1371499,0,0,0,0,0,1
track_1071300,0,0,0,0,1,0
track_1057725,1,0,0,0,0,0
track_1340349,1,0,0,0,1,0
track_1076580,0,0,0,1,0,0
track_1150744,0,1,0,0,0,0
track_1083511,0,0,0,0,1,0
track_1320575,0,0,1,0,0,1
track_0383567,0,0,0,1,0,0
track_1027875,0,0,0,1,0,0
track_0079748,0,1,0,0,0,0
track_0855269,0,1,0,0,0,0
track_1044568,0,0,1,0,0,0
track_1111539,0,0,1,0,0,0
track_1052562,0,0,0,1,1,0
track_0414049,1,0,0,0,0,0
track_0259843,1,0,0,0,0,0
track_1295769,0,0,0,0,0,1
track_1143990,0,0,0,1,0,0
track_1256026,0,0,0,1,0,0
track_1217511,0,1,0,0,0,0
track_1087153,0,1,0,0,0,0
track_1075176,0,1,0,1,0,0
track_0919353,0,0,0,0,0,1
track_1069084,0,1,0,0,0,0
track_1414831,0,0,0,0,0,1
track_1089272,1,0,0,0,0,0
track_0686758,0,0,0,0,1,0
track_1098677,0,0,0,0,1,0
track_1075169,0,1,0,1,0,0
track_1137238,0,1,0,1,0,0
track_1112025,1,0,0,0,0,0
track_1313335,0,1,0,1,0,0
track_1111542,0,0,1,0,0,0
track_1131565,0,1,0,0,0,0
track_1416193,0,1,0,0,0,0
track_1133089,1,0,0,0,0,0
track_1077725,0,0,1,0,0,0
track_1398418,0,0,0,1,0,0
track_0873805,0,0,1,0,0,0
track_0485059,0,0,0,0,0,1
track_1203372,0,0,1,0,0,0
track_1346207,0,1,0,0,0,0
track_1374953,1,0,0,0,0,0
track_0565805,0,0,0,1,1,0
track_1156029,0,0,0,0,0,1
track_1163228,0,0,1,0,0,0
track_0006729,0,0,0,0,1,0
track_1313337,0,1,0,1,0,0
track_0785281,0,0,1,0,0,0
track_0902298,1,0,0,0,1,0
track_1374689,0,0,1,0,0,0
track_1015038,0,1,0,0,0,0
track_1234363,0,0,1,0,0,0
track_1168165,0,0,0,1,0,0
track_1227368,0,0,0,0,1,0
track_1320009,0,0,0,1,0,0
track_0957460,0,0,1,0,0,0
track_1086668,0,1,0,0,0,1
track_1277840,1,0,0,0,0,0
track_1351591,0,0,0,0,0,1
track_0989872,0,1,0,1,0,0
track_0151133,1,0,0,0,0,0
track_0020740,0,1,0,0,1,0
track_1087734,0,0,0,0,0,1
track_1084672,0,0,1,0,0,0
track_0078315,0,1,0,0,0,1
track_1063106,0,0,1,0,0,1
track_0207733,0,1,0,0,0,1
track_1369861,1,0,1,0,0,0
track_1027608,0,1,0,0,1,0
track_0205081,0,1,0,1,1,0
track_1251851,0,0,1,0,0,0
track_1073718,1,0,0,0,0,0
track_1389557,0,0,0,0,0,1
track_0900243,1,0,0,0,0,0
track_0718510,0,0,0,0,0,1
track_1165515,0,1,0,1,0,0
track_1341040,0,0,0,0,0,1
track_1291218,0,1,0,0,0,0
track_1089263,1,0,0,0,0,0
track_0076657,0,0,0,0,0,1
track_1208442,0,0,0,1,0,0
track_1284340,0,0,0,0,1,0
track_0457120,0,0,0,0,1,0
track_1080166,0,1,0,0,0,0
track_1294702,0,0,0,0,0,1
track_0659903,0,0,0,1,0,0
track_0307384,0,1,0,0,0,1
track_0347819,0,0,1,0,0,0
track_0259858,1,0,0,0,0,0
track_1296703,0,1,0,0,0,0
track_0111509,0,1,0,0,0,0
track_1026042,0,0,0,0,1,0
track_1190623,0,1,0,0,0,0
track_1381058,0,0,1,0,0,0
track_0991720,0,1,0,0,0,0
track_0959968,0,0,0,0,0,1
track_0460237,1,0,0,0,0,0
track_1394568,0,0,0,0,1,0
track_0074602,0,0,1,0,0,0
track_1272099,0,0,0,0,1,0
track_1207987,0,0,0,0,0,1
track_0976785,0,1,0,0,1,0
track_1418015,1,0,0,0,0,0
track_1257007,0,1,0,0,0,0
track_0810890,0,1,0,0,0,0
track_0965446,1,0,0,0,0,0
track_1160599,0,0,0,0,0,1
track_1345306,1,1,0,0,0,0
track_0080769,0,1,0,0,0,0
track_0020944,0,1,0,0,0,0
track_1229310,0,1,0,1,0,0
track_1057735,1,0,0,0,0,0
track_0922740,0,0,0,0,1,0
track_1032923,0,0,0,0,0,1
track_1018531,0,0,1,0,0,0
track_0941345,0,0,1,0,0,0
track_0025877,0,1,0,0,0,0
track_1028806,0,0,0,1,1,0
track_0911868,0,0,0,0,0,1
track_1154902,0,0,0,0,1,0
track_1076452,0,0,1,0,0,1
track_0647537,0,0,0,1,0,0
track_0259807,1,0,0,0,0,0
track_0806979,0,0,0,0,0,1
track_0723356,0,0,0,0,0,1
track_1159670,0,0,1,0,0,0
track_0711254,0,0,0,1,1,0
track_1164980,0,0,1,0,0,0
track_1394565,0,0,0,0,1,0
track_0034520,0,0,0,0,1,0
track_1328087,0,0,0,0,1,0
track_0081287,0,1,0,1,0,0
track_0698107,0,0,0,1,0,0
track_1372288,0,0,0,1,0,0
track_1194312,0,0,1,0,0,1
track_1341271,1,0,0,0,1,0
track_1024405,1,0,0,0,0,1
track_1078441,0,0,0,0,0,1
track_0150861,1,0,0,0,0,0
track_1112020,1,0,0,0,0,0
track_0965968,0,1,0,0,0,1
track_1369415,1,0,0,0,0,0
track_0134754,0,0,1,0,0,0
track_1381057,1,0,0,0,0,1
track_1133071,1,0,0,0,0,0
track_0491056,1,0,0,0,1,0
track_1319999,0,0,0,1,0,0
track_1366003,1,0,0,0,0,0
track_1079297,0,0,0,0,0,1
track_1164983,0,0,1,0,0,0
track_1207899,1,0,0,0,0,0
track_0673573,0,0,0,0,0,1
track_1157324,0,0,1,0,0,0
track_0806977,0,0,0,0,0,1
track_0078728,0,0,1,0,0,1
track_1412813,0,0,0,0,1,0
track_1084481,0,1,0,0,0,0
track_1012594,0,0,0,1,0,0
track_1176229,0,0,1,0,0,0
track_1203320,0,0,0,1,0,0
track_0827272,0,1,0,0,0,1
track_1269115,0,1,0,0,0,1
track_0956545,1,0,0,0,0,0
track_1330452,0,0,0,1,0,0
track_1362247,0,0,1,0,0,0
track_1135189,0,1,0,0,0,0
track_1131574,0,1,0,0,0,0
track_0773681,0,0,1,0,0,0
track_1291477,0,0,1,0,0,0
track_1243719,0,1,0,1,0,0
track_1379936,1,0,0,0,1,0
track_1317900,0,0,0,0,0,1
track_0026232,0,0,0,0,1,0
track_1089159,0,0,0,0,1,0
track_0542411,0,1,0,0,0,0
track_0571474,0,0,0,1,1,0
track_1185783,1,0,0,0,0,0
track_1271442,1,0,0,0,0,0
track_0131569,0,0,0,0,0,1
track_1414159,0,0,0,0,1,0
track_1136881,0,0,0,1,1,0
track_1404303,0,0,0,0,1,0
track_1157598,0,0,0,1,0,0
track_1248260,0,0,0,1,0,0
track_1143941,0,0,0,1,0,0
track_0647520,0,0,0,1,0,0
track_0889218,0,1,0,0,0,0
track_0977189,0,0,0,0,0,1
track_1247308,0,0,0,0,1,0
track_0906585,0,0,0,0,1,0
track_1179726,0,1,0,0,0,0
track_1029329,0,0,0,1,0,0
track_1130018,0,0,0,0,1,0
track_1315246,0,0,0,0,1,0
track_0953637,0,0,0,0,0,1
track_0005087,0,0,0,0,1,0
track_1168553,0,1,0,0,0,0
track_1310243,1,0,0,0,0,0
track_0041971,0,1,0,0,0,0
track_1227102,0,0,0,0,1,0
track_1267347,0,0,0,0,0,1
track_1234358,0,0,1,0,0,0
track_1321087,1,0,0,0,0,0
track_0784880,0,0,0,0,0,1
track_0901204,0,0,0,0,0,1
track_1349480,1,0,0,0,0,0
track_0713736,0,0,0,0,0,1
track_0151066,1,0,0,0,0,0
track_0883574,0,1,0,0,0,0
track_1379953,0,0,0,0,0,1
track_1072432,0,1,0,0,0,1
track_0780393,0,1,0,1,0,0
track_1250953,1,1,0,0,0,0
track_1329969,0,1,0,0,0,0
track_0345905,0,0,0,0,1,0
track_1372085,0,0,0,1,0,0
track_0080752,0,1,0,0,0,0
track_1033095,0,0,0,0,1,0
track_1329937,1,0,0,0,0,0
track_1320018,0,0,0,1,0,0
track_1036109,0,1,0,0,0,0
track_1217221,0,0,0,1,0,0
track_1216106,0,0,1,0,0,0
track_1379950,0,0,0,0,0,1
track_1365928,1,0,0,0,0,0
track_1138580,0,0,1,0,0,0
track_0245935,0,0,1,0,0,1
track_1201671,0,0,0,0,0,1
track_0347879,0,0,0,0,0,1
track_1250219,0,0,0,0,0,1
track_1129049,0,0,1,0,0,0
track_1087768,0,0,0,0,1,0
track_0150959,1,0,0,0,0,0
track_0066943,0,0,1,0,0,0
track_0416407,1,0,0,0,0,0
track_1203439,0,0,1,0,0,0
track_1381342,0,0,0,0,0,1
track_1047236,0,0,0,0,0,1
track_1166111,0,0,1,0,0,0
track_1046641,0,0,1,0,0,0
track_1136876,0,0,0,1,1,0
track_1370323,1,0,0,0,0,0
track_1118538,0,0,0,0,0,1
track_1418668,0,0,0,0,0,1
track_1087887,0,0,0,0,0,1
track_0731399,0,0,0,0,1,0
track_0343780,0,0,0,0,1,0
track_1089257,0,0,0,0,1,0
track_0983610,0,0,0,0,0,1
track_0711274,0,0,0,1,1,0
track_0936354,0,1,0,0,0,1
track_1074314,1,0,0,0,0,0
track_1322996,1,0,0,0,0,0
track_1117494,0,0,1,0,0,0
track_1220580,0,0,0,0,0,1
track_1335981,0,0,0,1,1,0
track_1149469,0,0,1,0,0,0
track_1405572,0,0,1,0,0,0
track_1231039,0,0,0,1,0,0
track_0981913,0,0,1,0,0,1
track_0024321,0,0,0,0,1,0
track_1373316,0,0,0,0,0,1
track_1104259,0,1,0,0,0,0
track_1069802,0,0,0,0,1,0
track_1116406,1,0,0,0,0,0
track_1314626,0,1,0,0,0,0
track_0986589,0,0,1,0,0,0
track_1326538,0,0,1,0,0,0
track_0480539,1,0,0,0,1,0
track_1270234,0,0,0,0,0,1
track_1169081,0,0,0,0,0,1
track_0188695,0,0,0,0,0,1
track_1235603,0,0,0,0,1,0
track_1399473,1,0,0,0,0,0
track_1310215,0,0,1,0,0,0
track_1137267,0,0,0,1,1,0
track_1169581,0,0,0,0,1,0
track_1112434,0,0,0,0,0,1
track_1194763,0,0,0,1,0,0
track_1205170,0,1,0,0,0,0
track_1333038,0,0,0,0,1,0
track_0785621,0,0,1,0,0,0
track_0368174,1,0,0,0,0,0
track_1171562,0,0,0,0,0,1
track_0986802,0,0,1,0,0,0
track_1023276,1,0,0,0,0,0
track_0914770,0,0,1,0,0,0
track_0476726,1,0,0,0,0,0
track_1194827,1,0,0,0,0,0
track_0078734,0,0,1,0,0,1
track_1353819,0,1,0,0,0,0
track_1138696,0,0,1,0,0,0
track_1133341,0,1,0,1,0,0
track_0401851,1,0,0,0,0,0
track_0048723,0,0,0,0,1,0
track_0897989,0,0,0,1,1,0
track_1244714,0,1,0,0,0,0
track_1147275,0,0,0,0,0,1
track_1256020,0,0,0,1,0,0
track_1310775,0,0,0,0,0,1
track_1320024,0,0,0,1,0,0
track_1395100,1,0,0,0,0,0
track_0015163,0,1,0,0,0,0
track_1243725,0,1,0,1,0,0
track_1406626,0,0,0,0,0,1
track_0751967,1,0,0,0,0,0
track_0956215,1,1,0,0,0,0
track_0417223,0,0,0,0,0,1
track_0890578,0,0,1,0,0,1
track_0078307,0,0,1,0,0,1
track_0259897,1,0,0,0,0,0
track_0790447,0,0,1,0,0,0
track_0632929,0,1,0,0,0,0
track_1171475,0,0,0,0,0,1
track_1115079,0,0,0,0,0,1
track_1063129,1,0,0,0,0,0
track_0066953,0,0,1,0,0,0
track_1111546,0,0,1,0,0,0
track_1417844,0,1,0,0,0,0
track_1241538,1,0,0,0,0,0
track_0188265,1,0,0,0,0,0
track_1248619,0,1,0,1,0,0
track_0081800,0,1,0,0,1,0
track_0025223,1,0,0,0,0,0
track_1066901,0,0,0,0,1,0
track_0989712,1,0,0,0,0,0
track_1374716,0,0,1,0,0,0
track_1255091,0,0,0,1,0,0
track_1110497,0,1,0,0,0,0
track_1075190,0,1,0,1,0,0
track_1078443,0,0,0,0,0,1
track_1018538,0,0,1,0,0,0
track_0209102,0,0,1,0,0,0
track_1095022,0,1,0,0,0,1
track_0784882,0,1,0,0,0,0
track_1075198,0,1,0,1,0,0
track_1386809,0,0,0,1,0,0
track_0166334,0,0,0,0,1,0
track_0989849,1,0,0,0,0,0
track_1217501,0,1,0,0,0,0
track_0359656,1,0,0,0,0,0
track_1078428,0,1,0,0,0,1
track_0011842,1,0,0,0,0,0
track_1316649,0,1,0,1,0,0
track_0147385,0,1,0,0,0,0
track_0758012,0,0,0,0,1,0
track_0677106,0,1,0,0,0,0
track_1133347,0,1,0,1,0,0
track_1400606,0,0,1,0,0,0
track_1148782,0,0,0,1,1,0
track_1093050,1,0,0,0,0,0
track_1043812,1,0,0,0,0,0
track_1159616,0,0,1,0,0,0
track_0206067,0,0,0,0,1,0
track_1158969,0,1,1,0,0,0
track_1165470,0,0,1,0,0,0
track_0934753,1,0,0,0,0,0
track_1087769,0,0,0,0,1,0
track_1189656,0,0,1,0,0,0
track_1369725,0,0,0,0,1,0
track_0785618,0,0,1,0,0,0
track_1078362,0,0,1,0,0,0
track_1090923,0,0,0,0,1,0
track_1027877,0,0,0,1,0,0
track_0448683,0,0,0,0,0,1
track_1193402,0,1,0,0,0,0
track_0357144,0,0,0,0,0,1
track_1166931,0,0,1,0,0,0
track_1132967,0,0,1,0,0,0
track_1269805,0,0,1,0,0,0
track_0046570,1,0,1,0,0,0
track_0155931,0,1,0,0,0,0
track_1223081,0,0,1,0,0,0
track_1116408,1,0,0,0,0,0
track_0976870,0,0,0,0,0,1
track_1080221,0,0,0,1,0,0
track_0989072,0,1,0,0,0,0
track_1345292,0,0,1,0,0,0
track_1399775,0,0,0,1,0,0
track_1114716,0,1,0,0,0,0
track_0155905,0,1,0,0,0,0
track_1289009,0,1,0,0,0,0
track_1075194,0,1,0,1,0,0
track_1033124,0,0,0,0,1,0
track_1126029,0,0,0,1,0,0
track_1393085,0,0,0,0,1,0
track_1231996,0,0,0,1,0,0
track_0028193,0,1,0,0,0,0
track_0938363,1,0,0,0,0,0
track_0822298,0,0,0,1,0,0
track_1386750,0,0,0,0,0,1
track_1157594,0,0,0,1,0,0
track_1240414,0,0,0,0,1,0
track_0983611,0,0,0,0,0,1
track_1134040,0,0,0,0,0,1
track_1324910,0,0,0,0,1,0
track_1053401,0,1,0,0,0,0
track_1155231,0,0,0,0,0,1
track_0019191,1,0,0,0,0,0
track_1418663,0,0,0,0,0,1
track_1265326,1,0,0,0,0,0
track_1119549,0,0,0,1,1,0
track_0981912,0,0,0,0,0,1
track_1308472,0,0,0,0,0,1
track_0878745,0,0,0,0,1,0
track_1418656,0,0,0,0,0,1
track_1177880,0,0,1,0,0,0
track_0897308,0,0,0,1,0,0
track_1413874,0,0,0,0,0,1
track_1159739,0,0,1,0,0,0
track_0862834,0,1,0,0,0,0
track_1352260,0,0,0,0,1,0
track_1398910,1,0,0,0,0,0
track_1129801,1,1,0,0,0,0
track_0647534,0,0,0,1,0,0
track_1369693,0,0,0,0,0,1
track_1218923,0,0,0,0,0,1
track_1164349,1,0,0,0,0,0
track_0034856,0,0,0,0,1,0
track_0962726,0,0,0,0,0,1
track_1066894,0,0,0,0,1,0
track_1053397,0,1,0,0,0,0
track_0667866,1,0,0,0,1,0
track_1164203,0,1,0,0,0,0
track_1419629,0,0,0,0,1,0
track_1028901,1,0,0,0,0,0
track_1420940,1,0,0,0,0,0
track_1174467,0,0,0,1,0,0
track_0128834,0,1,0,0,1,0
track_1222851,1,0,0,0,0,0
track_0938330,0,0,1,0,0,0
track_0425768,1,1,0,0,0,0
track_0891603,0,1,0,1,0,0
track_1075177,0,1,0,1,0,0
track_0987275,0,0,0,0,0,1
track_1362286,0,0,1,0,0,0
track_1107272,1,0,0,0,0,0
track_1374309,1,0,0,0,1,0
track_0875312,1,0,0,0,0,0
track_0768508,0,1,0,0,0,0
track_1101580,0,0,0,1,0,0
track_0259896,1,0,0,0,0,0
track_0974582,0,0,0,0,0,1
track_0946943,0,1,0,0,0,0
track_1159747,0,0,1,0,0,0
track_1077050,0,0,0,0,1,0
track_1083305,0,0,0,0,0,1
track_1223943,1,0,0,0,0,0
track_0993560,0,0,0,0,0,1
track_1085730,0,1,0,0,0,0
track_0996970,0,0,1,0,0,0
track_1274167,1,0,0,0,0,0
track_1158983,0,1,0,0,0,0
track_1134035,0,0,0,0,0,1
track_0147714,1,0,0,0,0,0
track_0785634,0,0,1,0,0,1
track_1077729,0,0,1,0,0,0
track_0533186,0,1,0,0,0,0
track_1217823,0,0,0,1,0,0
track_1408513,0,0,0,0,0,1
track_1243733,0,1,0,1,0,0
track_0017958,0,1,0,1,0,0
track_0659893,0,0,0,1,0,0
track_1217502,0,1,0,0,0,0
track_1083519,0,0,0,0,1,0
track_0964536,0,0,0,0,1,0
track_1064070,1,0,0,0,0,0
track_0163182,0,1,1,0,0,0
track_0040344,0,1,0,0,0,0
track_1288350,0,1,0,0,0,0
track_0715781,0,1,0,0,0,0
track_1133360,1,0,0,0,0,0
track_0166336,0,0,0,0,1,0
track_0572382,0,0,0,0,1,0
track_0031982,1,0,0,0,0,0
track_0679796,0,0,0,0,1,0
track_1353820,0,1,0,0,0,1
track_0711270,0,0,0,1,1,0
track_1225957,0,0,0,0,0,1
track_0048719,0,0,0,0,1,0
track_1272454,0,0,0,0,1,0
track_1370319,1,0,0,0,0,0
track_1227104,0,0,0,0,1,0
track_1379925,0,0,1,0,0,1
track_1329940,0,0,1,0,0,0
track_0031431,0,0,0,0,0,1
track_0031435,0,0,0,0,0,1
track_1106982,1,0,0,0,0,0
track_1373036,0,0,0,0,1,0
track_1245185,0,1,0,0,0,0
track_0764950,0,0,0,0,0,1
track_1067694,0,0,0,0,0,1
track_0683797,0,0,0,0,0,1
track_0873557,0,0,0,0,1,0
track_1131493,0,0,0,0,1,0
track_0752758,1,0,0,0,0,0
track_1374298,1,0,0,0,0,0
track_0364090,0,1,1,0,0,1
track_0414051,1,0,0,0,0,0
track_0151070,1,0,0,0,0,0
track_1165527,0,1,0,1,0,0
track_0368770,0,0,0,0,0,1
track_1330503,1,0,0,0,0,0
track_1222625,1,0,0,0,0,0
track_1129997,0,0,0,0,1,0
track_0392588,0,1,0,0,0,0
track_0146589,1,0,0,0,0,0
track_0736786,1,0,0,0,0,0
track_1417902,0,0,0,1,0,0
track_0989873,0,1,0,1,0,0
track_1159745,0,0,1,0,0,0
track_1371863,1,0,0,0,0,0
track_0884407,0,0,0,0,1,0
track_1214388,0,1,0,0,0,0
track_1163208,0,0,1,0,0,0
track_1393403,0,0,0,0,0,1
track_1061177,1,0,0,0,0,0
track_0743964,0,0,0,0,1,0
track_0414119,1,0,0,0,0,0
track_0953635,0,0,0,0,0,1
track_1156576,0,1,0,0,0,0
track_0405919,0,0,1,0,0,0
track_1350761,1,0,0,0,1,0
track_1287056,1,0,0,0,0,0
track_0205077,0,1,0,1,1,0
track_0785635,0,0,1,0,0,0
track_0192236,0,0,1,0,0,0
track_1037054,0,0,1,0,0,0
track_0470750,1,0,0,0,0,0
track_0362500,0,1,0,0,0,0
track_1397804,0,0,1,0,0,1
track_1216214,0,1,0,0,0,0
