track_id,path,instrument_vector,rhythm_vector,timbre_vector,harmony_vector,genre
track_1316756,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/56/1316756.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37117879559077993, 0.8510694141863182, 0.0011284708674908378, 0.3711829220750298, 0.000710480807562229, 0.0018559145787691114, 0.010587028220756266, 0.003432553469699491, 0.001140747245751774, 2.7525060710847755e-05]","[0.38579071967873907, 0.1083562048301875, 0.4054440769288055, 0.08397873557959468, 0.00386851916430283, 1.6099282327971692e-07, 0.8169538051416955, -0.00021293840723904376, 2.7716342897894644e-06, -0.0014676875934122736, 0.017709029200176436, -0.003291126008778221, 0.0027542263382472247, 1.0762111215337549e-05, 0.002287240640560433, 0.00019789476155751413, 0.001324255383576683, 0.0003135804349420847, 0.0013002116112892038, 0.0002033741438071216, 0.0008441999265133178, -0.0003360688446726637, 0.012006843096422082, 0.005014727704221845, 0.004362223879044345, 0.002264899606441739, 0.002008870124432625, 0.0020714597701907366, 0.0015126568096293026, 0.0013017788989675527, 0.001483620649176892, 0.001660210783374321, 0.0012667321060781612, 0.0010488047700000743, 0.0011367580027187001]","[0.1262945854977091, 0.05016901343364291, 0.6846703247709722, 0.03673393177738604, 0.02672523884530814, 0.01115807351916918, 0.03885081753172194, 0.02012615778203927, 0.7108262248210849, 0.04208381327558523, -0.022674133461081013, 0.03313061411856374]","[0.0,0.0,0.0,0.0,0.0,1.0]"
track_1405086,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/86/1405086.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.43380764458188, 0.7876881446622217, 0.0004115247221403561, 0.43721897016493366, 0.0012237918489518414, 0.0022263221878703054, 0.01299266353627847, 0.004435871895896822, 0.0016661865873840449, 2.040256514185642e-05]","[0.363894614316224, 0.19400601185318078, 0.43655421642313746, 0.13640844273447497, 0.004788945298198849, 2.0238846341059034e-06, 0.7863244760060372, 0.00025361576602875047, 4.543725445034885e-06, -0.03681867366742566, 0.021548349147373153, 0.002395735413209001, 0.0066367497890326465, -0.0007982781915489637, 0.0018596918711075573, 0.0013149398044216098, 0.00253877498713511, 0.0014299569232183256, 0.001456152102222875, 0.000746236973701169, 0.0012272176141815614, 0.0002926764252894292, 0.01940650606162468, 0.009106379916387249, 0.004741735352746816, 0.0035723435565477, 0.0024312881761768077, 0.0031203140371765916, 0.0027091496838276942, 0.002259808359699961, 0.0018866514759738574, 0.0017185383341086129, 0.0016905291065153248, 0.0017767417391177799, 0.0016212428023021175]","[0.15560164699358744, 0.05230568184800817, 0.6729227948720655, 0.034875318466418614, 0.022680223194340668, 0.015080982468809198, 0.03228179413379054, 0.02515819555930812, 0.7128924541369452, -0.08315834304877465, -0.029881325412003865, 0.023877500239200752]","[0.0,0.0,0.0,0.0,0.0,1.0]"
track_0017494,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/94/17494.npy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37416404069797543, 0.8483548330463067, 0.00036683819243653765, 0.37427419104984117, 0.00041896366889507605, 0.002670098835502769, 0.013931729173716252, 0.0031949911622885887, 0.0015610797723378622, 1.6265451773396248e-05]","[0.4218864626804131, 0.12684613707491219, 0.44731599293206137, 0.16654673547791973, 0.0066471562149130045, 4.469434025870964e-06, 0.7581851126486394, 0.0002883146442157283, 2.5100466820730077e-06, -0.02729396773431116, 0.04104509518906007, -0.011662717853036618, 0.0012834288817187285, 0.00281074075218972, -0.0024650727404208353, -0.0019551781770045505, -0.0008874195307537454, -0.003601649309720949, -0.0024107395977154777, -0.0010193107483309355, 0.0007303250344969978, -0.0009870835251739219, 0.018724969003618225, 0.011189292495200927, 0.007925695713476923, 0.004193504204615116, 0.0027177509517982068, 0.002549187195662196, 0.0019645580651196383, 0.0019502491745774261, 0.0018710423830655767, 0.0018828431448515896, 0.0019374761683130055, 0.0018971940484820492, 0.002026618456800407]","[0.15163110743280364, 0.04175457645354235, 0.6713124480609126, 0.027685424415629357, 0.05262821873369067, 0.024921692626763924, 0.08372107080984399, 0.045827881034827815, 0.7113442583340718, -0.05167811470414167, 0.04934951044860047, 0.014858964411515234]","[0.0,0.0,0.0,0.0,1.0,0.0]"
track_1169207,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/07/1169207.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22543473828585006, 0.9473546598691266, 0.0002090244147681639, 0.22715381249650063, 0.0006655966359888609, 0.000852568711023119, 0.009450068392366829, 0.00288690459156094, 0.0007839456027401264, 8.063251357152471e-05]","[0.3809154127460139, 0.11492033547406294, 0.371874251118646, 0.03232475225605851, 0.002708826393133125, 3.459133030241354e-08, 0.8378619328730137, 8.502093873080835e-06, 2.990826297483516e-06, -0.013163778222238137, 0.007024488603753293, 0.0013170307401893177, 0.0027058436725506357, 0.000994382851217277, 0.0018603031653133984, 0.0008860689153988478, 0.0016607189266871698, 0.0008699841116867001, 0.001064027191583409, -1.7202320011440736e-05, 5.18757093883338e-05, -0.000669113255656475, 0.008415654806514248, 0.0031114736090299046, 0.0022513029450895714, 0.0017122924323162455, 0.0013062996289731623, 0.0011628329497954074, 0.0010470673610403218, 0.0009461778286782848, 0.0009886765494318316, 0.0010410381299172508, 0.0010448335599590297, 0.0011729062552604437, 0.001165987486763245]","[0.1115642092690024, 0.04675698221177573, 0.6899686243519988, 0.02786518447413879, 0.015915661149634733, 0.009376403030842827, 0.022633737668021563, 0.015534308084345102, 0.7111950481460835, 0.03121294091210987, 0.008751159427136442, -0.024289663178803177]","[0.0,1.0,0.0,0.0,0.0,0.0]"
track_1345286,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/86/1345286.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6020190304941743, 0.5311999994829445, 0.00014941793969405436, 0.5958678255069552, 0.0021605611498161266, 0.001337116696258673, 0.017439885130782647, 0.005147979227113758, 0.0020049344593962046, 0.00018088902874720464]","[0.4453196753326423, 0.0862113060631766, 0.3825356243119394, 0.0850937264583053, 0.02654787828496578, 1.1721520507590478e-14, 0.7037747813838894, 0.0050762951511330754, 1.1520206771895436e-05, -0.3355165729536657, 0.16158371419152695, 0.04574769105640987, -0.0008239359744148916, -0.0033266273838885208, -0.005405619203002189, -0.00736135631809665, -0.008137164379687045, -0.010124946285360037, -0.009230409843807286, -0.00608418395388439, -0.0051612327941456355, -0.0069285554612936815, 0.03749372604312321, 0.02527700952403647, 0.01662788901680623, 0.013162339790641525, 0.008664141047875358, 0.009660628101404533, 0.010406892606496026, 0.009679174853830099, 0.009774747058579532, 0.009683182498502883, 0.009465014994243142, 0.01274612922036937, 0.010658373676048324]","[0.262416288050275, 0.0846000589749257, 0.5545881947024894, 0.07375969567169958, 0.04451994195966842, 0.032621038975777554, 0.07404517222075287, 0.05644348297557354, 0.7228481770416092, 0.23500484483090442, 0.10819858200892925, -0.09906338560599447]","[0.0,0.0,1.0,0.0,0.0,0.0]"
track_1277897,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/97/1277897.npy,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2439194227104165, 0.9385750846892509, 0.0006038951107356414, 0.24392346833731945, 0.0, 0.002373439243401713, 0.008080945675060833, 0.0027075595096724687, 0.0016766173134903568, 0.00016034091954941732]","[0.36118313028294075, 0.1842545215783141, 0.426295670121079, 0.1075849715217654, 0.004843748731270196, 1.4144232653072564e-08, 0.8005840022131803, 0.0002299093067672009, 2.9112498746404777e-06, -0.02167139547277208, 0.0200694952315382, 0.0012635418217774603, 0.007319554227871068, 0.002360303836920838, 0.002389311156818849, 0.00022547150052376435, 0.0024459016852993037, -1.0746795164579438e-05, 0.0008655878323124975, -0.0011678940159939285, 0.002512995147065627, 0.0008320532744781582, 0.015204155694126746, 0.007579694794832174, 0.0057523763778216195, 0.004334379120103835, 0.002514341457821408, 0.0022041535410445073, 0.0021644649535331566, 0.0020929828729856614, 0.00183321510983785, 0.001677820224501538, 0.0021713297074492923, 0.0022894149857000637, 0.002306765118797213]","[0.182827614959942, 0.07693049316075574, 0.6538985101997841, 0.05794998787259265, 0.01947757570676016, 0.011496141811668586, 0.030711895141573884, 0.020534535708996243, 0.7143716470214239, 0.11042497919076921, 0.03228525841753709, -0.06538356669502551]","[0.0,0.0,0.0,1.0,0.0,0.0]"
track_1227101,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/01/1227101.npy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28259593073454076, 0.9163956505346936, 6.43291651374268e-05, 0.28344330586305644, 0.0011839737651574206, 0.00017883798477017548, 0.003365710972752696, 0.0020922164827833585, 0.0011230503007774496, 0.0001985888022204122]","[0.3580486949591485, 0.49335155129568153, 0.3977831565305547, 0.25659004790563056, 0.01550779753609602, 1.2219419922762574e-05, 0.589822299195002, 0.004118185670568937, 1.1695174811741577e-05, -0.2124501587685282, 0.08384653035435304, 0.02793404390325892, 0.010426670231007757, 0.0025620942870987883, -0.002488289352403814, -0.0033469868826649938, -0.0017138857348733465, -0.001404492085652633, -0.0017674034557349045, -0.002159184633357843, -0.001704747629092171, -0.0018061106542635733, 0.040364862444149545, 0.02345376615545859, 0.018352925952510195, 0.011611387428481255, 0.0106700538996044, 0.008999463375256006, 0.008101236854124776, 0.0065910414891508125, 0.005157720769482154, 0.004764476316597867, 0.005262077238328257, 0.005554117366745665, 0.00526531922696578]","[0.31490418525662406, 0.12127924262408851, 0.5284265514943884, 0.11734927221939452, 0.025904851524634235, 0.020728415582238625, 0.041303658661393544, 0.03417573850015232, 0.7036745199459246, -0.19216252465139608, 0.15674027132594603, -0.18026299392539813]","[0.0,0.0,0.0,0.0,1.0,0.0]"
track_0991717,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/17/991717.npy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4442762552052716, 0.7776927165700152, 0.0005231095833361792, 0.44439583804000865, 0.0006401049936912898, 0.00236256958766012, 0.017348526998442117, 0.004033224975750596, 0.0012178373743658743, 1.5929915112728934e-05]","[0.41268216694904614, 0.11235285215112718, 0.3482819951433863, 0.059473048158332265, 0.0024178084736941694, 1.5322758112962478e-07, 0.8318621620356523, -0.000265927323449593, 2.437113457994414e-06, -0.008904216011303834, 0.003845250382823356, -0.0009902712021215257, 0.0017856730881862081, 0.002217187463223763, 0.0024610237344380274, 0.0013211887011134787, 0.0015523983176931027, 0.00048674949156147243, 0.0013024237612257233, 0.0005550495573572678, 0.001140946074183135, 0.0006726096894757502, 0.008393199078671454, 0.002906775838817209, 0.0034240301273442356, 0.002827442676816591, 0.0019629521439167956, 0.0015743378554500908, 0.0014005543532823114, 0.0013565399382692905, 0.0012087691212356755, 0.001232418536100647, 0.0010095788125643666, 0.001093574964653155, 0.000997496689037551]","[0.11787320182910813, 0.032216943329987126, 0.6918992848242799, 0.023526270302442462, 0.01904434251809617, 0.018592495995349942, 0.02472227662677687, 0.03149153151552557, 0.7084613525590605, 0.006037285306188953, 0.02040179559539525, 0.033293025741843]","[0.0,1.0,0.0,0.0,0.0,0.0]"
track_1115636,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/36/1115636.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5225125847036574, 0.6777311359588251, 0.0004872269403335072, 0.5170837555833998, 0.0018578806411224493, 0.0029971525117579697, 0.015356039374573536, 0.005351895532582011, 0.0028933601411807873, 3.990378607338875e-05]","[0.40239382932330464, 0.25132519552862864, 0.4392772545460783, 0.2227108270110243, 0.01111296809003583, 4.665863579668286e-06, 0.7166143499816922, 0.0026101490403626043, 4.6054980311828765e-06, -0.10842000798174685, 0.05890366493133728, -0.005267122544838601, 0.007368127132814457, 0.0025417810391622484, -0.0020263533464919777, -0.0018906458713170756, -0.003293669676310321, -0.0005054326838347967, -0.0009710327692424761, -0.003865705972755935, -0.004484709015409768, -0.0024669701869785864, 0.045735666274678274, 0.025781101636347205, 0.015640526612361958, 0.006117321102489311, 0.005398916259264001, 0.005266711494060613, 0.005166315380391624, 0.004588304226298292, 0.005944524235024991, 0.005869730961200616, 0.0062127635846461705, 0.0055630411589773195, 0.00524051153973599]","[0.25776644689857525, 0.11650457570977461, 0.5804498742378583, 0.1080297600244796, 0.04349577888767048, 0.0343723861376983, 0.06300829054118064, 0.049260530294438026, 0.7072997163100925, 0.22291406804103217, 0.10416998362573361, -0.03325226300715715]","[1.0,0.0,0.0,0.0,0.0,0.0]"
track_1267132,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/32/1267132.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.292276483287795, 0.9102122461740929, 0.00013066871304815849, 0.29333854379070295, 0.0012013119552346885, 0.00017931480798228278, 0.005926255232414679, 0.0017074556917885612, 0.0010297380234739152, 0.00018523886870644362]","[0.3875777309876662, 0.3256102224138541, 0.42428228513402255, 0.2358014148377047, 0.013986714242304037, 7.168460581385629e-06, 0.693798407010887, 0.0019360616691943544, 6.81775399010686e-06, -0.1323824086433245, 0.07665400410314051, 0.006385907062552694, 0.007434353166791743, 0.005504845978735608, 0.0007837439934534967, -0.002408356561290867, -0.0031244388854513726, -0.0021894979903957796, -0.002731409255797166, -0.003965553242953063, -0.003599403505571657, -0.0019248988237623467, 0.04584839100768953, 0.019716176791136023, 0.01633773885425718, 0.008011835245329207, 0.005412773295438815, 0.004731031938834754, 0.00405589569292008, 0.004015340141348966, 0.004628328292910132, 0.004275069705015593, 0.003981138975722443, 0.004591806444819833, 0.004148031905478571]","[0.21279258424500588, 0.0506902544271216, 0.612237906439732, 0.04000466091678487, 0.026959047864203087, 0.023351239305590975, 0.04319265575110566, 0.038013113376586645, 0.7076722826294016, 0.17488897236928783, -0.17306775828327126, -0.09895884531418417]","[1.0,0.0,0.0,0.0,0.0,0.0]"
track_0202186,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/86/202186.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2324833819504552, 0.9442764106324002, 0.0001794056679087419, 0.2329492466758344, 0.0013833324443461236, 0.0003259893568114742, 0.004714449006808894, 0.001642680375750393, 0.0010969317654091826, 7.849568257609905e-05]","[0.3544921516309539, 0.15488547297952993, 0.5173945041072571, 0.21404262311589653, 0.007968943377868163, 3.494868701280859e-06, 0.7270804903036713, -5.837884279988459e-05, 4.706329194338225e-06, -0.06469778836463738, 0.047847447881795464, 0.004448736867116703, 0.005329587693949213, 0.002181060716316593, 0.002302808963825929, 0.0008983395608263641, 0.0020211214089941873, 0.0006962959024222388, 0.0021353119048382035, 0.0001937948830769219, 0.0020960355616102423, 0.0009549612591763696, 0.03630038359813037, 0.011073450819837015, 0.0057174607900343545, 0.004468182703282535, 0.00425932602507493, 0.003111175395126737, 0.0028280538054925555, 0.002893904555275981, 0.0028047123010941687, 0.0033218468769573985, 0.002651854759583832, 0.0027426234869276614, 0.0023624128850578833]","[0.25370683395661225, 0.10025376037745612, 0.5984306746813124, 0.07259195552506913, 0.01870159080081534, 0.010983276705566201, 0.02807543698086357, 0.017737511664393794, 0.7155485734815916, -0.16612550453715597, -0.005669121721882262, 0.14484594219259694]","[0.0,1.0,0.0,0.0,0.0,0.0]"
track_1067699,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/99/1067699.npy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.2338719192861156, 0.9440970307313464, 0.00031645708520363323, 0.23224786955991122, 0.0008364796832237772, 0.0008135505249698704, 0.006293980054815461, 0.0019374908569747592, 0.0009043328559659281, 3.790905171030507e-05]","[0.37173064082612045, 0.12906881808401569, 0.42329220565738873, 0.09579090209799519, 0.004436883602818658, 9.996780235039128e-07, 0.8097859063376757, 0.0003973773237011255, 2.392601215799256e-06, -0.01851093598396112, 0.01817257214676029, -0.0009176017457958634, 0.004913670193220257, 0.0011767360942748308, 0.001954405655832319, -0.0011099085402268148, -1.1613290371970118e-05, -0.0007007007002886287, -3.530647590403445e-05, -0.0008098582336138834, -1.8731308341123055e-05, -0.000946447303017056, 0.015374859709361482, 0.004950833970795759, 0.003963686909078835, 0.0037242007004341937, 0.0030291228237522253, 0.0021549285601944472, 0.001956202291957814, 0.002075123315808883, 0.0019855005705643825, 0.0017249772528858196, 0.00149605180566511, 0.0016434547167961328, 0.0012938689822780721]","[0.19440464809914126, 0.08764989824643601, 0.6363427720432763, 0.06660858032297053, 0.03521799475032963, 0.02072828226058648, 0.0556631431371974, 0.03717465392855562, 0.7162054987857567, 0.15007437979099433, 0.0004899754067839198, -0.05943329332656622]","[0.0,0.0,0.0,0.0,0.0,1.0]"
track_0018865,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/65/18865.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23674768290831638, 0.9425119165261803, 0.00032293477852938173, 0.23562797913154507, 0.0007054956329237223, 0.0019091870714593457, 0.009078736916353733, 0.003382205258582659, 0.0017795700748369186, 2.5333418633210985e-05]","[0.40949503576503443, 0.18278727207320358, 0.43728137557296953, 0.17916106128636003, 0.009918104417787708, 5.159037546138772e-07, 0.7503629214258373, 0.0013188662939425454, 6.297228247748482e-06, -0.08305130079540567, 0.06375557026056689, -0.011784569023147335, 0.0011714006784753642, 0.0002971179602049356, 0.0015493606440603546, -0.0013400826816482548, 0.005860230929648816, 0.0033503913666653607, 0.002666415580468823, 0.001885512106510017, -0.002817467678040282, -0.003275088107110212, 0.026430763545825412, 0.012729469422602096, 0.008919008748896222, 0.010479424935445453, 0.005896021361979391, 0.006315002137367138, 0.0038371099407732657, 0.00475851188372805, 0.00471868201891545, 0.0036360834106959083, 0.005519267070361774, 0.004247549434452301, 0.0040751280325720275]","[0.19801110600831737, 0.07194230705263037, 0.6268741162691313, 0.05179666724130849, 0.030594768275252707, 0.025068662279951442, 0.04573103056777968, 0.03999872846076984, 0.7150180547756034, -0.025833009361885744, -0.13939686278204605, -0.15282834317281882]","[1.0,1.0,0.0,0.0,0.0,0.0]"
track_0151141,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/41/151141.npy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3831934303551229, 0.8419897547723639, 0.00018525977830363943, 0.37964716621432476, 0.0024577310491731086, 0.00030340758425359684, 0.007427098825899668, 0.0041632668327831945, 0.002286529607421153, 0.00043284164179004824]","[0.46269341040887624, 0.10625778478660212, 0.4300378074479938, 0.15729959925103448, 0.02442448926243395, 1.0441328683433036e-09, 0.6649850614738971, 0.006904470444727592, 6.865559612124854e-06, -0.3111407011364393, 0.13950769063759438, 0.039210008946165706, 0.0012049761060938867, -0.003105206320570397, -0.011054204777475264, -0.015043463474158563, -0.01345893197957386, -0.010394071016558174, -0.006834989124235466, -0.0061144724195011544, -0.006627814478275193, -0.004278826649067127, 0.04086246311223564, 0.03019254352563036, 0.017291805697616302, 0.010117502807737128, 0.00826558188364683, 0.008179892620610819, 0.007120473192740745, 0.006836660456156772, 0.006586500589921238, 0.006695802667989805, 0.00751524221176957, 0.008176164722789418, 0.008286342292328231]","[0.3097045219852895, 0.0987394569779828, 0.5450778989402099, 0.08577428580483218, 0.041118595495960975, 0.037190655235528655, 0.06470455665793362, 0.05951758734832026, 0.7375622928138654, 0.12348279258144579, 0.13240697618692499, 0.047810405804148165]","[1.0,0.0,0.0,0.0,0.0,0.0]"
track_1264197,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/97/1264197.npy,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3926978633654188, 0.8313843483807275, 0.0015023867697283135, 0.392714214813007, 0.0017302044810835644, 0.0024476063147994883, 0.017939376745317308, 0.004880643645184404, 0.002667245960325895, 3.44666838573007e-05]","[0.39172070678983634, 0.1960276930712582, 0.4070390172095046, 0.13913527604540615, 0.004584815368985457, 1.0573909376561334e-06, 0.7882207360993345, -0.0002605611460464136, 3.3986716764515667e-06, -0.018339478961489943, 0.02338735964022254, -0.0024558122450342723, 0.004918909570325464, -0.001079089142648221, 0.0040486794606301975, 0.0023095940930980396, 0.0019003571034304858, -0.00031320557545094795, 0.0003778109490873055, -0.0007902868191809695, 0.0010243906339530522, 0.0008031426465599397, 0.0248872223882654, 0.011299427144262823, 0.004848340818004962, 0.005369165466153148, 0.0028484645795509014, 0.002611147183649295, 0.0019899775433765317, 0.001959234784421663, 0.0017308353274169263, 0.0015814283850915103, 0.001387810112537479, 0.0013805386747787797, 0.00126091390298536]","[0.13677239151420864, 0.05249684455006272, 0.6897902165770712, 0.03544264355124418, 0.02446550584927684, 0.01957434258971262, 0.036977522700678625, 0.032809470937009484, 0.7016413163393462, 0.0323349590914529, -0.05672697904199174, -0.03848531417065781]","[0.0,0.0,0.0,1.0,0.0,0.0]"
