TRACK_ID,status,audio_path,analysis_start_sec,analysis_end_sec,analysis_duration_sec,sample_rate,hop_length,extractor,total_chroma_frames,valid_chroma_frames,tuning_bins,elapsed_sec,error_type,error_message,chroma_c_mean,chroma_csharp_mean,chroma_d_mean,chroma_dsharp_mean,chroma_e_mean,chroma_f_mean,chroma_fsharp_mean,chroma_g_mean,chroma_gsharp_mean,chroma_a_mean,chroma_asharp_mean,chroma_b_mean,chroma_c_std,chroma_csharp_std,chroma_d_std,chroma_dsharp_std,chroma_e_std,chroma_f_std,chroma_fsharp_std,chroma_g_std,chroma_gsharp_std,chroma_a_std,chroma_asharp_std,chroma_b_std,tonnetz_01_mean,tonnetz_02_mean,tonnetz_03_mean,tonnetz_04_mean,tonnetz_05_mean,tonnetz_06_mean,tonnetz_01_std,tonnetz_02_std,tonnetz_03_std,tonnetz_04_std,tonnetz_05_std,tonnetz_06_std,tonal_concentration_mean,tonal_concentration_std,chroma_entropy_mean,chroma_entropy_std,chroma_flux_mean,chroma_flux_std,tonnetz_movement_mean,tonnetz_movement_std,valid_tonal_ratio
track_0131632,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/32/131632.mp3,0.0,237.772375,237.772375,16000,512,librosa_chroma_cqt_first4min_v1,7431,7431,0.01,2.114020109176636,,,0.1248639154321508,0.0880111594338638,0.1084605814462201,0.0812238894089406,0.0845618136992893,0.0488438801014027,0.0483359170659259,0.0884073394274382,0.0646178550023624,0.1334567710514367,0.0577587077108126,0.0714581711954697,0.0752440034863203,0.037550183260276,0.0785100796180983,0.0616695206179608,0.0581297650755976,0.016456917256586,0.0175001974529117,0.0743877326141591,0.0378772672033446,0.1020754489621814,0.0171934752117517,0.0275765425388065,0.1249192026511945,0.0658063600054514,-0.029222410460106,0.0594883779273867,0.0109805667232612,0.0409103694445103,0.1403728993025149,0.097319082636527,0.149339435624859,0.1279581971050185,0.0541584682739154,0.0731127401202204,0.2362250813287162,0.1007753966233722,0.916913005961911,0.0699506209634507,0.0536449926743324,0.0400824603084931,0.0779383295114518,0.0659096391622383,1.0
track_0802326,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/26/802326.mp3,0.0,240.0,240.0,16000,512,librosa_chroma_cqt_first4min_v1,7501,7498,-0.08,1.919864654541016,,,0.0804180287266392,0.0689280951715718,0.0639617927294203,0.0606969198738427,0.1591679841656586,0.0979193192717879,0.0663113912852432,0.0762921232828524,0.0632900104597886,0.0838118196261619,0.0755729784510352,0.1036295369048855,0.034631413636041,0.0295670947478396,0.0254439515415303,0.0231599855236187,0.1069354512868011,0.0767660073399635,0.0263127652122243,0.0292986386249662,0.0224625027785904,0.025568060631157,0.0338537105181435,0.0469188630134251,0.1026292018096895,-0.0259227324535269,-0.0100406540388699,0.0970298609224079,0.0221531558051176,-0.0315713803555422,0.1440732137243333,0.139842789806992,0.1211817770896854,0.1333868947941378,0.0613756827012384,0.0420496948428656,0.2051774746526969,0.0975848680860057,0.9388146776776533,0.0726206430760843,0.0447467339495092,0.0264105138998142,0.0660443629333419,0.0450939485509881,0.9996000533262231
track_0625206,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/06/625206.mp3,0.0,235.7709375,235.7709375,16000,512,librosa_chroma_cqt_first4min_v1,7368,7316,0.0,1.880338191986084,,,0.1006907289025377,0.072166351535222,0.1115657853101624,0.0610102747948641,0.0577324546826214,0.0935760808858089,0.0630696690064677,0.1482136099692994,0.0569299173192821,0.0715595993741393,0.0982316544833463,0.0652538732183306,0.0531041833392088,0.0291361618748315,0.0473854630799936,0.0236998994838715,0.0278941647762277,0.0621963074414538,0.0306708872569555,0.1201714549933179,0.022806898165818,0.0421749169630267,0.0552404588788175,0.026286874358474,0.0466545637929701,0.175575202991435,0.0371757262145018,-0.05751400781661,0.0212255958755397,-0.0277522957930619,0.109935709794888,0.1518537756465176,0.15764966681467,0.1077002229608722,0.0627102148858023,0.0565241316346059,0.2116524388880238,0.1102587358135507,0.9297693709961504,0.085013658483143,0.035619404993796,0.0183143757949902,0.053461947482448,0.031522237115185,0.992942453854506
track_0939255,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/55/939255.mp3,0.0,180.5,180.5,16000,512,librosa_chroma_cqt_first4min_v1,5641,5343,-0.02,1.4067282676696775,,,0.0905593519797853,0.0679808088565908,0.0623978011975256,0.0454359568903704,0.0650507666354665,0.0605747275902981,0.0531338996900761,0.0682479189438653,0.0853640853444606,0.2078204765792461,0.1060017841077968,0.0874324226392851,0.0353532881699278,0.0196327391842872,0.0428649792926711,0.0152166643288657,0.0321753762997052,0.0288177173087007,0.0163226766860668,0.0226332332841007,0.0239232740796297,0.1444274264193037,0.0272623507175686,0.0325509746645403,0.1205929150320245,0.0233896968555288,-0.1352597142416509,0.0194407189836611,0.0049849468868194,0.0477122635887467,0.1436014252136286,0.0479539613784635,0.1671186014478974,0.0532921842592736,0.0214972139765565,0.0828166920747075,0.2310096363762044,0.1309043412282057,0.9214323140275004,0.081610472870747,0.0322180781603959,0.0236845735789154,0.045481346387593,0.0381461378237583,0.9471724871476688
track_0168403,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/03/168403.mp3,0.0,193.8666875,193.8666875,16000,512,librosa_chroma_cqt_first4min_v1,6059,5995,0.19,1.5296266078948977,,,0.078448157429111,0.0829863567706865,0.0791534037476062,0.080312338246466,0.1101558842373898,0.0677588138272605,0.0799555047726673,0.0626160287556919,0.0784561315851225,0.082288244181158,0.0841980653015696,0.1136710727259554,0.0227080516953628,0.0316172731807681,0.0365792997846429,0.0254829700438675,0.0366213960925286,0.0162105905982309,0.0211231196571751,0.0143263564899105,0.017658079289794,0.0320003380090933,0.020340205242814,0.0370537629473647,0.0378308572310472,-0.0715400247514978,0.0235660249288122,0.02375319943879,0.0003970350764846,-0.0092468168775242,0.0476035184589572,0.0481138528255689,0.0866796906671362,0.0847671572690781,0.0261177987252186,0.0261945641766211,0.1493783905045801,0.0317463568470373,0.9753069566626466,0.0208841583137394,0.0319488871709621,0.0147706140064005,0.0486633841533054,0.0253289120034445,0.9894372008582274
track_0383573,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/73/383573.mp3,0.0,135.706125,135.706125,16000,512,librosa_chroma_cqt_first4min_v1,4241,4194,-0.01,1.0684852600097656,,,0.067859418164809,0.0755070399499196,0.1756309256717939,0.0717078415489532,0.0678761119038953,0.0757376063365487,0.0684888810336831,0.0838011841471344,0.0719433508983923,0.10586525716019,0.0686272860464271,0.066955098115764,0.014373102760845,0.0172816250269885,0.0865650451005561,0.0156950868153358,0.0204473993322954,0.0190747647854189,0.0208579217393055,0.0421412406260591,0.0167031429809934,0.0262778813597151,0.016287073571855,0.0169123980983398,0.1230587714633887,0.0663787263706741,-0.0346457796432454,-0.1050682117874727,-0.0409003701380164,-0.0145589517647978,0.0911759338569059,0.0575771141712251,0.0628489812251906,0.0950860851403201,0.0513113191416866,0.0220161473945755,0.187316631492357,0.0815421988804138,0.9585719109150018,0.0461948153958204,0.0279602928190064,0.0152328134111293,0.0391035583610887,0.0241355775067781,0.9889177080877152
track_1351134,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/34/1351134.mp3,0.0,205.94275,205.94275,16000,512,librosa_chroma_cqt_first4min_v1,6436,6307,-0.0499999999999999,1.6210119724273682,,,0.0457537870482614,0.0699878871933793,0.1120956521696866,0.0844627618779336,0.1172207478391836,0.0886888514519912,0.1158423228294191,0.0868485722043974,0.0671544972296174,0.0848374457969914,0.0480999086258614,0.0790075660742723,0.0150213921031459,0.022756500444463,0.053598478371442,0.0272129895401045,0.0577628916050717,0.029178689979228,0.0526901079942465,0.051381346098369,0.0238503766049202,0.0473695697940876,0.0195077240042862,0.1048141860223565,0.1027449683845291,-0.0591923573424599,0.0068047155525109,-0.0459088513233609,-0.0107341471175331,-0.0018277619498476,0.0750117542708783,0.1358979157406782,0.1462587726997093,0.1140735603566049,0.0602157791892773,0.041839458776721,0.2046327959892015,0.0886061931675473,0.9366803465478108,0.0767039758987248,0.0312845748087879,0.0118440781467876,0.0460198117837213,0.0218173382246272,0.9799564947172156
track_0035173,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/73/35173.mp3,0.0,208.737875,208.737875,16000,512,librosa_chroma_cqt_first4min_v1,6524,6463,-0.06,1.6093852519989014,,,0.0669021081178227,0.1200343171519628,0.0908727782325821,0.0841775028147155,0.1115457629604815,0.0639308667645889,0.1075898959325477,0.0521971090791426,0.0989470034653274,0.0725922394548497,0.0620241578278995,0.0691862576979058,0.0151764300986439,0.0281228587334545,0.0215760316165337,0.0203485045845447,0.0680226986181037,0.0110239267997424,0.0624385794270428,0.0107400423996223,0.0396928375567146,0.0317914305582007,0.0122546748927511,0.0161330165852416,-0.0069816879417536,-0.1327857506515919,-0.0509965539747504,0.0169080426287044,0.0099005933808481,-0.0015536901397962,0.0929304663128331,0.0864221105076738,0.0544787816995113,0.1229004504996258,0.0323766336258494,0.0400797354782558,0.1640993394908679,0.0734253179453471,0.9642823699382774,0.0537653357346543,0.0192567701178727,0.0186098663651508,0.0289434499510462,0.0275305976190355,0.9906499080318822
track_1233768,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/68/1233768.mp3,0.0,236.6943125,236.6943125,16000,512,librosa_chroma_cqt_first4min_v1,7397,7333,0.2199999999999999,1.833871841430664,,,0.1170072590339901,0.0667574694943428,0.079777606465819,0.0486745260719128,0.0852978525390665,0.0979581234077649,0.0604268149601682,0.0670214186200396,0.0709457826092214,0.1041662743370728,0.1247407761376392,0.0772260975601428,0.0918991690634378,0.0318472459959258,0.0690518927456519,0.0233240810111823,0.0496373224822591,0.0683378548925967,0.0254238018458476,0.032485699939133,0.0274179564810308,0.0622359838082343,0.0839462807636456,0.0442990807440268,0.0187477199277454,0.0989008653615714,-0.0759598249049457,0.0083056963154917,0.007755217114592,-0.0022938445778054,0.1053901045687003,0.0959888445501109,0.1361005008857677,0.1718336789531638,0.0498592780401455,0.0574907314326636,0.2264986356948174,0.077209310584597,0.918000072610666,0.0674109500520908,0.0359574232809474,0.0199699392626755,0.054439556923322,0.0379008200161438,0.9913478437204272
track_1023273,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/73/1023273.mp3,0.0,157.912875,157.912875,16000,512,librosa_chroma_cqt_first4min_v1,4935,4503,0.04,1.2262427806854248,,,0.1643512768275058,0.0999097564133484,0.038214388936698,0.1339910921650828,0.0591515201592105,0.0966112644821339,0.0391672241725706,0.0726542949513951,0.1392494899896247,0.0285205335758358,0.0919883790079114,0.0361907796796916,0.1480029587715113,0.1164101083288793,0.0240559646864159,0.1447063957405765,0.0588323157036745,0.0901650416830948,0.0278251265877555,0.0789240722994041,0.136739925346307,0.0164436412372025,0.1009405734196586,0.0227311468247216,-0.2652450491711259,0.119806684411904,0.0177946120902104,0.1933822947533708,0.0058188367365591,0.024522594936332,0.2491766321451064,0.2345526179415885,0.2736121660667104,0.2425208757389328,0.1029467060107368,0.1287476468493572,0.3579606267096412,0.1267625856117996,0.7932311976297469,0.1058931819958361,0.0714897801124509,0.0497191822433205,0.108661130746107,0.0791688579126497,0.9124620060790274
track_0026219,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/19/26219.mp3,0.0,42.370625,42.370625,16000,512,librosa_chroma_cqt_first4min_v1,1325,1260,0.3399999999999999,0.3680651187896728,,,0.1242864000211868,0.1042673099697345,0.0712608727426933,0.0849010035277359,0.0913685581794688,0.0641354375718427,0.0767590476288681,0.0988376682239865,0.1008964427273779,0.0564088313212056,0.0698520814866892,0.0570263442339464,0.0929030128404954,0.0421976910520154,0.0284657164336295,0.0372620531478091,0.0326587329401679,0.0186212718856353,0.0169728197244985,0.0578669459790467,0.0547576561268785,0.023998691878763,0.0204254408189401,0.0244939003883411,-0.0417928808142462,0.023405776929165,0.015953437264062,0.0986793990583258,0.0307467253919829,0.0067664624987326,0.0970476854155836,0.126593526875845,0.0717268212586177,0.1357237087198548,0.0474614650602468,0.0457273154851842,0.165585948219375,0.0941723035494838,0.9488100234005188,0.0779159491925406,0.0292989322926769,0.0301385532302829,0.0423449256107527,0.0495897315964823,0.9509433962264152
track_0553091,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/91/553091.mp3,0.0,240.0,240.0,16000,512,librosa_chroma_cqt_first4min_v1,7501,7500,-0.0899999999999999,1.9106154441833496,,,0.1451152396066735,0.1006171075250953,0.0909385499021659,0.0803265537705272,0.1040677780381093,0.0718008853745646,0.0632401070388344,0.0722385904277985,0.0665219125292574,0.063471663427477,0.0650622896179556,0.0765993216253817,0.101791763566933,0.033281917424028,0.0461940866831,0.0299817926764397,0.0944311893449776,0.0285290732393702,0.0235754398010352,0.0291288243019762,0.0310428382352364,0.0294522348164994,0.0310412056626923,0.0328957619452863,0.0262802413358202,0.0458486226636551,-0.0067251904587887,0.0964639838107236,0.0156426255074049,0.0141151731985388,0.1009115973246508,0.1255731787994613,0.063823788845189,0.1501550247072633,0.0476597682827414,0.0595431659411524,0.1897606118073066,0.1196356495151816,0.9410701293547948,0.1010831010790138,0.0480222621439455,0.0299466801914716,0.0662003769276669,0.0510869848822815,0.9998666844420744
track_1347896,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/96/1347896.mp3,0.0,92.0156875,92.0156875,16000,512,librosa_chroma_cqt_first4min_v1,2876,2832,0.04,0.72072434425354,,,0.1084921339919427,0.2025926906137337,0.0204930547677443,0.0695737590040718,0.0368991278442929,0.1808455405408407,0.057665416710045,0.0247297323811049,0.0346853826116076,0.0791328121487236,0.1694527782534649,0.0154375706743504,0.0973007865724807,0.1367544667919927,0.0148823509220929,0.1002798830191311,0.037675146001343,0.127882581361543,0.0841503093547644,0.0223193366827126,0.0465539971873869,0.1056319521587095,0.1740995396741577,0.0152886485925812,-0.2891621561939582,0.0992210424707287,-0.3528299819114328,-0.0675346048800277,0.0789004483065475,-0.0138519084319822,0.2223889090541584,0.2970469728091198,0.2202047094849276,0.2807414311809635,0.1187776796150695,0.1719994234908501,0.3587452272100553,0.1071188678234811,0.7073306680609615,0.1153473902232594,0.0205886762887183,0.021654683671143,0.0330904192268023,0.0373009382206205,0.9847009735744088
track_0171074,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/74/171074.mp3,0.0,149.91675,149.91675,16000,512,librosa_chroma_cqt_first4min_v1,4685,4636,0.26,1.199028253555298,,,0.038764152030209,0.0693943792266242,0.1460198639237946,0.0481613383018126,0.1287239808729842,0.0515018742144022,0.0821284726884849,0.0761195586318699,0.0487474836159989,0.2075151759983266,0.0462427355414955,0.0566809855409953,0.0251600673447015,0.0402414684592612,0.0781073689536369,0.0365914821542564,0.0752224353972482,0.0405673141099409,0.0531280262032024,0.0751841225208717,0.0351585740381398,0.1094493236269469,0.0302496503440846,0.039906370763037,0.3209771888367027,-0.0346298188417514,-0.1474495467114547,-0.0581554554555914,0.0075909062770775,0.0324268541192838,0.166511063347076,0.1098553947321697,0.2001574805554971,0.1643890391084016,0.0545225412645007,0.0690518901721072,0.2706535044315049,0.0785688869046137,0.866777084619964,0.0692150759584872,0.0567509388838951,0.0274399539430761,0.0918312411472134,0.0505346951243688,0.9895410885805764
track_1052660,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/60/1052660.mp3,0.0,240.0,240.0,16000,512,librosa_chroma_cqt_first4min_v1,7501,7441,-0.49,1.9298062324523928,,,0.0647427883472165,0.0881739522537228,0.089152219385998,0.0948788031972989,0.0975873788678286,0.0854432933325264,0.1162604538803554,0.1015972829392992,0.0672269344417196,0.0673243429146878,0.0648394427856448,0.0627731086828686,0.0200069985003018,0.0326442572935713,0.0226845387771906,0.0516714573810543,0.0452737881213996,0.0317213504988356,0.0382970448277549,0.036792045659774,0.0227824815348562,0.0203459975744654,0.0197330578437921,0.0298355423655026,0.0151705110615523,-0.0256710898271741,0.0183076062421497,-0.040695014241724,0.0206124875499896,0.0074047909836722,0.0626971445842508,0.0484449994114004,0.0894776151257433,0.0851066745145034,0.0252937898794608,0.0337847718361962,0.1491827453725553,0.0600873556509322,0.9672306405970876,0.0533895214562625,0.0259681739227485,0.0126753922923294,0.0352597505139222,0.0209466267830215,0.9920010665244634
