TRACK_ID,split,source,schema_version,status,audio_path,analysis_start_sec,analysis_end_sec,analysis_duration_sec,decoded_duration_sec,input_scope,sample_rate,rhythm_method,beat_tracker_confidence,detected_onsets_count,detected_beats_count,elapsed_sec,error_type,error_message,bpm,beats_count,beats_loudness_mean,bpm_histogram_first_peak_bpm,bpm_histogram_first_peak_spread,bpm_histogram_first_peak_weight,onset_rate,danceability,beat_interval_mean,beat_interval_std
track_802326,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/26/802326.mp3,0.0,240.0,240.0,240.1708616780045,first_4min,44100,multifeature,2.090150117874145,1141,380,5.843600273132324,,,95.10343170166016,380.0,0.1180200195138336,96.0,0.4290220737457275,0.4775725603103637,4.754166603088379,1.1459558010101318,0.6307679045168895,0.0275477538296492
track_625206,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/06/625206.mp3,0.0,235.7708843537415,235.7708843537415,235.7708843537415,entire_track,44100,multifeature,2.3013274669647217,1129,467,5.714077472686768,,,119.9822235107422,467.0,0.0905936408405684,120.0,0.4583333134651184,0.5021459460258484,4.788547039031982,1.2360435724258425,0.5034145806224561,0.0156563066556986
track_939255,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/55/939255.mp3,0.0,180.5,180.5,180.5,entire_track,44100,multifeature,1.5254117250442505,679,496,4.383385419845581,,,165.6433868408203,496.0,0.2032807848078711,167.0,0.0,0.7232323288917542,3.761772871017456,1.4136033058166504,0.3633336455532999,0.0086840042608014
track_168403,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/03/168403.mp3,0.0,193.86666666666667,193.86666666666667,193.86666666666667,entire_track,44100,multifeature,2.332742691040039,840,449,4.778548955917358,,,139.4595947265625,449.0,0.0950088265536205,140.0,0.2202247381210327,0.7745535969734192,4.332874774932861,1.1621417999267578,0.430450253055564,0.0056850326292637
track_383573,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/73/383573.mp3,0.0,135.70609977324264,135.70609977324264,135.70609977324264,entire_track,44100,multifeature,3.7656795978546143,625,207,5.1125195026397705,,,92.06593322753906,207.0,0.5167695425251829,92.0,0.2039800882339477,0.7766990661621094,4.605540752410889,1.913970708847046,0.652525778245,0.0111916999414584
track_1351134,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/34/1351134.mp3,0.0,205.9426984126984,205.9426984126984,205.9426984126984,entire_track,44100,multifeature,2.954373836517334,890,366,5.046962261199951,,,107.03997039794922,366.0,0.1266450706556926,108.0,0.2730158567428589,0.6273972392082214,4.321590423583984,1.2580890655517578,0.5608414191089265,0.0176090010188482
track_35173,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/73/35173.mp3,0.0,208.73786848072564,208.73786848072564,208.73786848072564,entire_track,44100,multifeature,0.5027443170547485,726,416,5.087253570556641,,,119.40901947021484,416.0,0.0819415324770076,120.0,0.5380281805992126,0.395180732011795,3.478046417236328,1.8176491260528564,0.5003480668527535,0.0208636511871788
track_1233768,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/68/1233768.mp3,0.0,236.6942630385488,236.6942630385488,236.6942630385488,entire_track,44100,multifeature,1.5141112804412842,1191,509,5.7468321323394775,,,133.07850646972656,509.0,0.3323022386218835,133.0,0.5418719053268433,0.3661417365074157,5.031807899475098,1.271900653839111,0.4635991794387186,0.0362578498483445
track_1023273,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/73/1023273.mp3,0.0,157.91283446712018,157.91283446712018,157.91283446712018,entire_track,44100,multifeature,1.994756937026977,484,314,3.807161331176758,,,121.97596740722656,314.0,0.0344580631953866,123.0,0.407608687877655,0.3482428193092346,3.064981937408448,0.998648464679718,0.5010465620615231,0.0146639288916712
track_26219,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/19/26219.mp3,0.0,42.37061224489796,42.37061224489796,42.37061224489796,entire_track,44100,multifeature,2.4505038261413574,156,99,1.1190783977508545,,,152.00253295898438,99.0,0.1834420985212982,152.0,0.0135135054588317,0.7448979616165161,3.68179702758789,1.3876729011535645,0.4212763081399762,0.0552081201085504
track_553091,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/91/553091.mp3,0.0,240.0,240.0,380.1589342403629,first_4min,44100,multifeature,1.3062034845352173,1053,559,11.14846897125244,,,139.98794555664062,559.0,0.3277482095645984,140.0,0.367941677570343,0.6218637824058533,4.387499809265137,1.3402535915374756,0.4287576951540499,0.0078063930434228
track_1347896,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/96/1347896.mp3,0.0,92.0156462585034,92.0156462585034,92.0156462585034,entire_track,44100,multifeature,1.5685465335845947,59,122,2.266162157058716,,,80.06745147705078,122.0,0.0020996173331116,80.0,0.1714285612106323,0.7190082669258118,0.6411952972412109,1.117642879486084,0.7466846630592977,0.0235547654584084
track_171074,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/74/171074.mp3,0.0,149.91673469387754,149.91673469387754,149.91673469387754,entire_track,44100,multifeature,1.0329008102416992,489,348,3.581555128097534,,,140.39126586914062,348.0,0.0569993706553942,140.0,0.5501618385314941,0.4005763828754425,3.261810779571533,1.0321714878082275,0.4290338238481142,0.0183333430998338
track_1052660,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/60/1052660.mp3,0.0,240.0,240.0,285.81820861678005,first_4min,44100,multifeature,3.619354724884033,723,439,5.843358278274536,,,110.00048065185548,439.0,0.0962187115165763,110.0,0.1210045218467712,0.878995418548584,3.012500047683716,1.4659262895584106,0.5454833815086922,0.0040344215015096
track_842757,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/57/842757.mp3,0.0,240.0,240.0,248.66249433106577,first_4min,44100,multifeature,-0.12227363884449,210,391,5.839740991592407,,,99.0340805053711,391.0,0.0253328389072519,99.0,0.2551319003105163,0.6512820720672607,0.875,0.921677589416504,0.6121137105501615,0.0191592509279117
track_162045,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/45/162045.mp3,0.0,207.78666666666663,207.78666666666663,207.78666666666663,entire_track,44100,multifeature,1.865029573440552,805,342,5.01752519607544,,,98.94803619384766,342.0,0.2862631628790519,99.0,0.1603773236274719,0.7829911708831787,3.874165773391724,0.9673561453819276,0.6059999411756342,0.0166560580075256
track_1149234,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/34/1149234.mp3,0.0,84.0,84.0,84.0,entire_track,44100,multifeature,2.828758001327514,439,195,2.0759685039520264,,,139.94972229003906,195.0,0.1109397665621378,140.0,0.3297871947288513,0.6494845151901245,5.226190567016602,1.5797336101531982,0.4296888280467889,0.0081661368239419
track_711277,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/77/711277.mp3,0.0,150.98662131519274,150.98662131519274,150.98662131519274,entire_track,44100,multifeature,3.11152458190918,494,226,3.6233160495758057,,,89.99674224853516,226.0,0.190478575263568,91.0,0.436619758605957,0.5333333015441895,3.271813154220581,1.4469443559646606,0.6650710921817355,0.0161947435612352
track_1132736,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/36/1132736.mp3,0.0,240.0,240.0,394.1463492063492,first_4min,44100,multifeature,2.023045301437378,1042,490,6.182417869567871,,,122.96481323242188,490.0,1.093811729759434,123.0,0.0817204117774963,0.873210608959198,4.3416666984558105,1.4876326322555542,0.488948599753448,0.0081266382376142
track_773674,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/74/773674.mp3,0.0,240.0,240.0,267.0,first_4min,44100,multifeature,2.1986513137817383,873,489,5.797256946563721,,,122.76483917236328,489.0,0.2451570919373954,123.0,0.6009615659713745,0.3401639461517334,3.637500047683716,1.2471916675567627,0.4905215408347669,0.0121847357570133
track_986866,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/66/986866.mp3,0.0,240.0,240.0,366.6666893424036,first_4min,44100,multifeature,1.9712543487548828,1532,359,6.05065655708313,,,90.00672912597656,359.0,0.1541635194212239,91.0,0.4217877388000488,0.5782122611999512,6.383333206176758,1.1755367517471311,0.6666656293016572,0.005733725470595
track_1163967,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/67/1163967.mp3,0.0,240.0,240.0,279.111768707483,first_4min,44100,multifeature,1.6505801677703855,1161,483,5.8753697872161865,,,120.76168823242188,483.0,0.0843170951730952,120.0,0.5973684787750244,0.317427396774292,4.837500095367432,1.0873992443084717,0.4959531696010922,0.0155943974824758
track_1367768,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/68/1367768.mp3,0.0,117.47371882086168,117.47371882086168,117.47371882086168,entire_track,44100,multifeature,1.7560592889785769,391,184,2.8694303035736084,,,94.95267486572266,184.0,0.1212490456474134,96.0,0.4450867176055908,0.5245901346206665,3.328404188156128,1.1636427640914917,0.6344884080313594,0.0141963166524705
track_1088383,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/83/1088383.mp3,0.0,195.0,195.0,195.0,entire_track,44100,multifeature,0.8176735639572144,640,412,4.6914777755737305,,,132.01226806640625,412.0,0.0542994375976887,133.0,0.6041666269302368,0.2311435490846634,3.2820513248443604,1.0516352653503418,0.4713198770281752,0.0387097659598
track_1098068,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/68/1098068.mp3,0.0,239.2163038548753,239.2163038548753,239.2163038548753,entire_track,44100,multifeature,1.4286054372787476,726,465,5.745396375656128,,,147.9503173828125,465.0,0.1200917279495099,148.0,0.2036473751068115,0.5646551847457886,3.034910202026367,1.0989210605621338,0.5119649740899431,0.175441526031854
track_1194604,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/04/1194604.mp3,0.0,240.0,240.0,310.2933333333333,first_4min,44100,multifeature,2.377166271209717,1296,343,5.987339019775391,,,85.94309997558594,343.0,0.2426858449651066,86.0,0.1424332857131958,0.8450292348861694,5.400000095367432,1.302040934562683,0.6989070473358645,0.009447924135965
track_723360,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/60/723360.mp3,0.0,237.57333333333327,237.57333333333327,237.57333333333327,entire_track,44100,multifeature,1.8167667388916016,1132,649,5.7067646980285645,,,163.64283752441406,649.0,0.3748172781966206,161.0,0.0507936477661132,0.4614197611808777,4.7648444175720215,1.2372932434082031,0.3654276139482303,0.0119419907459168
track_511074,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/74/511074.mp3,0.0,234.9491156462585,234.9491156462585,234.9491156462585,entire_track,44100,multifeature,0.2766700387001037,636,394,5.632406949996948,,,92.1813735961914,394.0,0.0583434740965384,92.0,0.3571428060531616,0.4580152630805969,2.7069692611694336,0.8742587566375732,0.59506301289903,0.0931831732862793
track_1137247,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/47/1137247.mp3,0.0,211.72807256235828,211.72807256235828,211.72807256235828,entire_track,44100,multifeature,3.6473488807678223,1081,363,5.07811975479126,,,102.9898910522461,363.0,0.3791134590716412,103.0,0.1825842261314392,0.8038673996925354,5.105605602264404,1.5807796716690063,0.5812365259584142,0.0117618693387715
track_1103321,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/21/1103321.mp3,0.0,232.8816326530612,232.8816326530612,232.8816326530612,entire_track,44100,multifeature,2.501161336898804,767,518,5.593599557876587,,,133.95672607421875,518.0,0.3051022122647775,133.0,0.4488189220428467,0.5415861010551453,3.293518543243408,1.1021935939788818,0.4484999382749517,0.0079831811611997
track_1098831,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/31/1098831.mp3,0.0,157.66421768707482,157.66421768707482,157.66421768707482,entire_track,44100,multifeature,2.3037638664245605,641,358,3.759629487991333,,,136.7102813720703,358.0,0.3356674319647539,136.0,0.240240216255188,0.7086834907531738,4.0656023025512695,1.0021963119506836,0.438967697009319,0.0083133822354331
track_1417008,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/08/1417008.mp3,0.0,166.11265306122448,166.11265306122448,166.11265306122448,entire_track,44100,multifeature,0.1280276328325271,427,335,3.9693760871887207,,,99.98040008544922,335.0,0.0636387206072406,99.0,0.5365853309631348,0.113772451877594,2.570544719696045,0.991604506969452,0.4942582950977508,0.1009654341373771
track_1052565,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/65/1052565.mp3,0.0,240.0,240.0,270.0479818594104,first_4min,44100,multifeature,0.9487289190292358,1179,621,9.37214422225952,,,161.7980194091797,621.0,0.4048961361726947,161.0,0.3353534936904907,0.5306451916694641,4.912499904632568,1.115319013595581,0.3859568255562936,0.0314868027243341
track_1009061,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/61/1009061.mp3,0.0,228.54884353741497,228.54884353741497,228.54884353741497,entire_track,44100,multifeature,2.8112387657165527,909,380,5.449235916137695,,,99.76236724853516,380.0,0.0362889114387953,99.0,0.1908602118492126,0.7941952347755432,3.9772679805755615,1.1819297075271606,0.6007780434273793,0.0070983946561047
track_350359,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/59/350359.mp3,0.0,163.15501133786847,163.15501133786847,163.15501133786847,entire_track,44100,multifeature,0.7923507690429688,596,374,3.9537229537963854,,,152.21929931640625,374.0,0.0224592887381878,152.0,0.2619047164916992,0.1662198454141616,3.652967691421509,1.078635573387146,0.4338022665427773,0.0869401210856714
track_1105603,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/03/1105603.mp3,0.0,90.44197278911564,90.44197278911564,90.44197278911564,entire_track,44100,multifeature,2.8073084354400635,289,149,2.239579677581787,,,100.05332946777344,149.0,0.1684222245705698,99.0,0.626086950302124,0.2905405461788177,3.1954190731048584,1.152621150016785,0.6016007839022456,0.0306885260692349
track_1274166,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/66/1274166.mp3,0.0,44.80349206349207,44.80349206349207,44.80349206349207,entire_track,44100,multifeature,1.7218921184539795,90,107,1.1957361698150637,,,151.17611694335938,107.0,0.0911194570782083,152.0,0.4516128897666931,0.3207547068595886,2.0087718963623047,0.9100258946418762,0.4134685197528803,0.042300702900168
track_989877,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/77/989877.mp3,0.0,187.0599546485261,187.0599546485261,187.0599546485261,entire_track,44100,multifeature,1.1885532140731812,959,202,4.522427320480347,,,64.99897766113281,202.0,0.2625369781984332,65.0,0.004975140094757,0.995024800300598,5.12669849395752,1.328925609588623,0.923137553295686,0.0065624347559634
track_1113645,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/45/1113645.mp3,0.0,141.91297052154195,141.91297052154195,141.91297052154195,entire_track,44100,multifeature,2.438080310821533,850,271,3.4326729774475098,,,114.93104553222656,271.0,0.0663120336499246,115.0,0.1520912647247314,0.8259259462356567,5.98958683013916,1.2027229070663452,0.5222339560588201,0.0100645168340661
track_1339384,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/84/1339384.mp3,0.0,240.0,240.0,315.44451247165534,first_4min,44100,multifeature,0.7060737013816833,604,586,5.975694179534912,,,149.04139709472656,586.0,0.0946869171890446,148.0,0.545258641242981,0.3606837689876556,2.5166666507720947,0.9869667291641236,0.4083735021261068,0.0274247127396828
track_166333,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/33/166333.mp3,0.0,240.0,240.0,321.93444444444447,first_4min,44100,multifeature,1.545192837715149,739,423,5.994105577468872,,,106.01136016845705,423.0,0.1416532251139958,105.0,0.434108555316925,0.5189573168754578,3.0791666507720947,1.0423506498336792,0.5658900782960286,0.0169251780146446
track_1196185,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/85/1196185.mp3,0.0,192.9955555555556,192.9955555555556,192.9955555555556,entire_track,44100,multifeature,0.5752702951431274,511,325,4.700084209442139,,,99.85765838623048,325.0,0.3136634099614432,99.0,0.4656862616539001,0.3364197611808777,2.6477293968200684,0.9974741339683532,0.5914638450852147,0.0527597900480611
track_1160157,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/57/1160157.mp3,0.0,240.0,240.0,243.0,first_4min,44100,multifeature,0.8616973161697388,824,398,5.812151908874512,,,99.95573425292967,398.0,0.1071429881897817,99.0,0.3550913333892822,0.6221662759780884,3.433333396911621,0.8974478244781494,0.6021688520457943,0.0148548453516391
track_1164968,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/68/1164968.mp3,0.0,240.0,240.0,260.3885714285714,first_4min,44100,multifeature,2.4425816535949707,939,511,5.808788061141968,,,128.03314208984375,511.0,0.1963306921270306,129.0,0.3984221220016479,0.5980392098426819,3.912499904632568,1.0517553091049194,0.4689064815932629,0.0066857059604991
track_741321,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/21/741321.mp3,0.0,185.47934240362807,185.47934240362807,185.47934240362807,entire_track,44100,multifeature,3.620286464691162,903,291,4.388176918029785,,,94.45370483398438,291.0,0.2857665399028832,94.0,0.3125000596046448,0.682758629322052,4.868466854095459,1.18815279006958,0.6350257308318698,0.0065144097543191
track_81020,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/20/81020.mp3,0.0,240.0,240.0,580.9632653061225,first_4min,44100,multifeature,2.611822843551636,787,478,6.661589860916138,,,120.03533172607422,478.0,0.1474676541156022,120.0,0.313725471496582,0.6603773832321167,3.2791666984558105,1.2697839736938477,0.5011275161987081,0.010541498302678
track_1158178,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/78/1158178.mp3,0.0,138.0,138.0,138.0,entire_track,44100,multifeature,2.768518686294556,353,229,3.362740993499756,,,99.95101165771484,229.0,0.1763331061885241,99.0,0.3201754093170166,0.6798245310783386,2.5579710006713867,1.270087480545044,0.6003580383564296,0.0061937983843337
track_1145836,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/36/1145836.mp3,0.0,73.99868480725624,73.99868480725624,73.99868480725624,entire_track,44100,multifeature,1.83074951171875,240,144,1.8530633449554443,,,118.6241683959961,144.0,0.0889546991223868,117.0,0.4943820238113403,0.3146853148937225,3.243300676345825,1.270760416984558,0.5097023382053508,0.035680556381459
track_661313,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/13/661313.mp3,0.0,240.0,240.0,318.8333333333333,first_4min,44100,multifeature,0.002908372785896,583,463,5.998456716537476,,,111.07283782958984,463.0,0.0111384861023982,112.0,0.7120000123977661,0.0779220759868621,2.429166555404663,0.88273686170578,0.5169957846532136,0.0828785246572023
track_1222347,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/47/1222347.mp3,0.0,240.0,240.0,271.30374149659866,first_4min,44100,multifeature,0.4440428614616394,1171,607,5.868419647216797,,,152.8394775390625,607.0,0.074295812435264,152.0,0.0881670713424682,0.6485148668289185,4.879166603088379,1.277457356452942,0.3945667908431673,0.0099697357920059
track_1137272,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/72/1137272.mp3,0.0,81.72414965986394,81.72414965986394,81.72414965986394,entire_track,44100,multifeature,3.5384087562561035,293,117,2.0312142372131348,,,86.96316528320312,117.0,0.0791041135573918,88.0,0.4336283206939697,0.5517241358757019,3.5852315425872803,1.2386175394058228,0.6916944019753357,0.0124921732587672
track_1399581,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/81/1399581.mp3,0.0,240.0,240.0,397.7232199546485,first_4min,44100,multifeature,1.0813473463058472,1126,515,6.2609703540802,,,140.0130615234375,515.0,0.2060803439739404,140.0,0.1767554283142089,0.661478579044342,4.691666603088379,1.0595232248306274,0.46530257513319,0.0833485511806966
track_271744,,essentia_direct_first4min,essentia_rhythm_first4min_v1,ok,/workspace/MTG_Jamendo_7324_full_quality/audio/44/271744.mp3,0.0,46.053333333333335,46.053333333333335,46.053333333333335,entire_track,44100,multifeature,1.3507758378982544,127,128,1.198038101196289,,,178.2058868408203,128.0,0.0172988788509371,178.0,0.0,0.2283464521169662,2.7576723098754883,0.8921219110488892,0.3557955214357751,0.0246189135228246
