TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,genres,instruments,target_genres
track_1132736,artist_444492,album_135859,36/1132736.mp3,394.2,"[""electronic"", ""techno""]","[""bass"", ""doublebass"", ""drums""]","[""electronic""]"
track_0773674,artist_000768,album_090689,74/773674.mp3,267.0,"[""chanson"", ""folk"", ""popfolk""]","[""bass"", ""drums"", ""electricguitar"", ""saxophone"", ""trombone""]","[""folk""]"
track_0986866,artist_005240,album_116154,66/986866.mp3,366.7,"[""easylistening"", ""jazz"", ""soundtrack""]","[""bass"", ""piano"", ""saxophone""]","[""jazz""]"
track_1163967,artist_455760,album_139867,67/1163967.mp3,279.1,"[""folk""]","[""acousticguitar""]","[""folk""]"
track_1367768,artist_455057,album_160912,68/1367768.mp3,117.5,"[""folk"", ""world""]","[""harmonica"", ""ukulele""]","[""folk""]"
track_1088383,artist_366701,album_129760,83/1088383.mp3,195.0,"[""easylistening"", ""jazz"", ""soundtrack""]","[""bass"", ""doublebass"", ""drums"", ""electricpiano"", ""piano""]","[""jazz""]"
track_1098068,artist_363592,album_130961,68/1098068.mp3,239.3,"[""electronic"", ""hiphop"", ""rap""]","[""cello"", ""drummachine"", ""synthesizer"", ""violin""]","[""electronic"", ""hiphop""]"
track_1194604,artist_461498,album_143770,04/1194604.mp3,310.3,"[""jazz"", ""world""]","[""clarinet"", ""percussion""]","[""jazz""]"
track_0723360,artist_340550,album_084461,60/723360.mp3,237.6,"[""metal"", ""punkrock"", ""rock"", ""ska""]","[""acousticguitar"", ""bass"", ""drums"", ""electricguitar"", ""saxophone"", ""trombone"", ""trumpet""]","[""rock""]"
track_0511074,artist_339048,album_059802,74/511074.mp3,235.0,"[""alternative"", ""folk"", ""indie""]","[""guitar""]","[""folk""]"
track_1137247,artist_439567,album_136587,47/1137247.mp3,211.8,"[""electronic"", ""experimental"", ""hiphop"", ""triphop""]","[""bell"", ""drummachine"", ""keyboard"", ""strings"", ""synthesizer""]","[""electronic"", ""hiphop""]"
track_1103321,artist_415317,album_131700,21/1103321.mp3,232.9,"[""pop"", ""poprock"", ""rock""]","[""bass"", ""classicalguitar"", ""drums"", ""guitar"", ""synthesizer""]","[""rock""]"
track_1098831,artist_437812,album_131080,31/1098831.mp3,157.7,"[""folk"", ""rock""]","[""acousticguitar"", ""bass"", ""drums"", ""electricguitar"", ""voice""]","[""rock"", ""folk""]"
track_1417008,artist_368794,album_165390,08/1417008.mp3,166.1,"[""classical"", ""soundtrack""]","[""acousticguitar""]","[""classical""]"
track_1052565,artist_436203,album_123971,65/1052565.mp3,270.1,"[""hiphop""]","[""piano"", ""synthesizer""]","[""hiphop""]"
track_1009061,artist_346032,album_118760,61/1009061.mp3,228.6,"[""ambient"", ""classical"", ""soundtrack""]","[""piano""]","[""classical""]"
track_0350359,artist_343280,album_045934,59/350359.mp3,163.2,"[""classical"", ""rock""]","[""piano""]","[""classical"", ""rock""]"
track_1105603,artist_361297,album_132012,03/1105603.mp3,90.5,"[""60s"", ""folk"", ""swing""]","[""classicalguitar"", ""guitar""]","[""folk""]"
track_1274166,artist_007872,album_152101,66/1274166.mp3,44.9,"[""ambient"", ""classical"", ""newage""]","[""piano""]","[""classical""]"
track_0989877,artist_357359,album_116452,77/989877.mp3,187.1,"[""electronic"", ""hiphop"", ""pop""]","[""drums"", ""keyboard""]","[""electronic"", ""hiphop""]"
track_1113645,artist_341323,album_132999,45/1113645.mp3,141.9,"[""easylistening"", ""funk"", ""jazz"", ""jazzfunk"", ""lounge""]","[""bass"", ""drums"", ""percussion"", ""rhodes"", ""synthesizer""]","[""jazz""]"
track_1339384,artist_351380,album_158227,84/1339384.mp3,315.5,"[""alternative"", ""folk"", ""rock""]","[""acousticguitar""]","[""rock"", ""folk""]"
track_0166333,artist_008004,album_024399,33/166333.mp3,322.0,"[""chillout"", ""easylistening"", ""funk"", ""fusion"", ""jazz""]","[""bass"", ""rhodes""]","[""jazz""]"
track_1196185,artist_341528,album_143955,85/1196185.mp3,193.0,"[""classical"", ""folk"", ""orchestral""]","[""strings""]","[""classical"", ""folk""]"
track_1160157,artist_455091,album_139327,57/1160157.mp3,243.0,"[""alternative"", ""folk"", ""indie""]","[""acousticguitar"", ""bass"", ""voice""]","[""folk""]"
track_1164968,artist_433004,album_140033,68/1164968.mp3,260.4,"[""electronic""]","[""bass"", ""strings"", ""synthesizer"", ""violin""]","[""electronic""]"
track_0741321,artist_007063,album_086633,21/741321.mp3,185.5,"[""easylistening"", ""electronic"", ""folk"", ""pop""]","[""acousticguitar"", ""bass"", ""drums"", ""piano""]","[""electronic"", ""folk""]"
track_0081020,artist_008004,album_007421,20/81020.mp3,581.0,"[""ambient"", ""easylistening"", ""electronic"", ""newage""]","[""piano"", ""synthesizer""]","[""electronic""]"
track_1158178,artist_377522,album_139007,78/1158178.mp3,138.0,"[""hiphop""]","[""beat"", ""drummachine"", ""sampler"", ""synthesizer""]","[""hiphop""]"
track_1145836,artist_442397,album_137389,36/1145836.mp3,74.0,"[""jazz""]","[""drums"", ""piano""]","[""jazz""]"
track_0661313,artist_008094,album_076717,13/661313.mp3,318.9,"[""electronic""]","[""piano""]","[""electronic""]"
track_1222347,artist_005240,album_146612,47/1222347.mp3,271.3,"[""folk"", ""jazz"", ""soundtrack""]","[""acousticguitar""]","[""jazz"", ""folk""]"
track_1137272,artist_448643,album_136591,72/1137272.mp3,81.8,"[""chillout"", ""experimental"", ""hiphop"", ""jazz"", ""lounge""]","[""bass"", ""drummachine"", ""drums"", ""electricguitar"", ""keyboard"", ""synthesizer""]","[""jazz"", ""hiphop""]"
track_1399581,artist_006916,album_163826,81/1399581.mp3,397.8,"[""breakbeat"", ""drumnbass"", ""electronic""]","[""bass"", ""drums""]","[""electronic""]"
track_0271744,artist_347023,album_038575,44/271744.mp3,46.1,"[""classical""]","[""piano""]","[""classical""]"
track_0976782,artist_421686,album_115108,82/976782.mp3,199.2,"[""electronic"", ""jazz"", ""lounge""]","[""electricpiano"", ""synthesizer"", ""violin""]","[""electronic"", ""jazz""]"
track_1113991,artist_442477,album_133060,91/1113991.mp3,432.0,"[""ambient"", ""classical""]","[""cello"", ""drums"", ""piano"", ""strings"", ""viola"", ""violin"", ""voice""]","[""classical""]"
track_0245387,artist_343767,album_035540,87/245387.mp3,271.2,"[""folk"", ""pop"", ""popfolk"", ""singersongwriter""]","[""acousticguitar"", ""cello"", ""piano"", ""violin""]","[""folk""]"
track_1243735,artist_454470,album_149049,35/1243735.mp3,187.1,"[""downtempo"", ""electronic"", ""hiphop""]","[""beat""]","[""electronic"", ""hiphop""]"
track_0914765,artist_377380,album_108272,65/914765.mp3,134.3,"[""folk""]","[""acousticguitar"", ""ukulele""]","[""folk""]"
track_0135244,artist_337989,album_019244,44/135244.mp3,281.7,"[""country"", ""folk"", ""singersongwriter""]","[""guitar""]","[""folk""]"
track_1332180,artist_371543,album_157567,80/1332180.mp3,197.6,"[""folk"", ""popfolk"", ""singersongwriter""]","[""guitar""]","[""folk""]"
track_0498810,artist_356323,album_058408,10/498810.mp3,228.1,"[""instrumentalrock"", ""metal"", ""progressive"", ""rock""]","[""guitar""]","[""rock""]"
track_1083510,artist_352428,album_129055,10/1083510.mp3,183.9,"[""easylistening"", ""jazz""]","[""classicalguitar""]","[""jazz""]"
track_1109965,artist_441505,album_132611,65/1109965.mp3,156.6,"[""electronic"", ""soundtrack""]","[""bass"", ""drummachine"", ""drums"", ""synthesizer""]","[""electronic""]"
track_0946828,artist_363203,album_111254,28/946828.mp3,348.6,"[""electronic""]","[""synthesizer""]","[""electronic""]"
track_1124249,artist_443598,album_134445,49/1124249.mp3,254.6,"[""classical"", ""experimental"", ""jazz""]","[""acousticbassguitar"", ""piano"", ""violin""]","[""classical"", ""jazz""]"
track_0704838,artist_357317,album_082209,38/704838.mp3,339.9,"[""dance"", ""electronic"", ""techno""]","[""sampler"", ""synthesizer""]","[""electronic""]"
track_1227396,artist_470592,album_147226,96/1227396.mp3,255.8,"[""chillout"", ""jazz"", ""lounge""]","[""drums"", ""rhodes"", ""trumpet""]","[""jazz""]"
track_1080900,artist_350452,album_128746,00/1080900.mp3,270.0,"[""classical"", ""hiphop"", ""soundtrack""]","[""electricguitar""]","[""classical"", ""hiphop""]"
track_0742888,artist_341355,album_086814,88/742888.mp3,107.1,"[""breakbeat"", ""rock"", ""soundtrack""]","[""bass"", ""drums"", ""electricguitar""]","[""rock""]"
track_1165508,artist_432148,album_140121,08/1165508.mp3,107.1,"[""electronic"", ""hiphop"", ""pop""]","[""acousticguitar"", ""computer"", ""electricpiano"", ""guitar"", ""percussion"", ""piano""]","[""electronic"", ""hiphop""]"
track_1236047,artist_473850,album_148187,47/1236047.mp3,236.3,"[""blues"", ""choir"", ""rock""]","[""drums""]","[""rock""]"
track_0998079,artist_347497,album_117405,79/998079.mp3,294.5,"[""rock""]","[""bass"", ""drummachine"", ""electricguitar"", ""synthesizer"", ""voice""]","[""rock""]"
track_1228623,artist_452157,album_147395,23/1228623.mp3,230.9,"[""electronic"", ""pop"", ""synthpop""]","[""piano""]","[""electronic""]"
track_1374954,artist_008236,album_161658,54/1374954.mp3,44.0,"[""metal"", ""progressive"", ""rock""]","[""guitar""]","[""rock""]"
track_1248561,artist_460992,album_149505,61/1248561.mp3,199.2,"[""electronic"", ""newage"", ""soundtrack""]","[""piano""]","[""electronic""]"
track_0015169,artist_002208,album_002162,69/15169.mp3,147.3,"[""electronic"", ""instrumentalpop"", ""pop"", ""soundtrack""]","[""bass"", ""drums"", ""electricguitar"", ""pipeorgan""]","[""electronic""]"
track_0205736,artist_341323,album_030556,36/205736.mp3,225.0,"[""ambient"", ""experimental"", ""funk"", ""fusion"", ""rock""]","[""bass"", ""drums"", ""electricguitar"", ""guitar"", ""synthesizer""]","[""rock""]"
track_1190958,artist_455057,album_143347,58/1190958.mp3,98.3,"[""folk"", ""soundtrack"", ""world""]","[""trombone"", ""ukulele""]","[""folk""]"
track_1179410,artist_341216,album_141956,10/1179410.mp3,204.2,"[""alternative"", ""indie"", ""rock""]","[""drums"", ""guitar""]","[""rock""]"
track_0113791,artist_008004,album_014763,91/113791.mp3,238.5,"[""ambient"", ""chillout"", ""electronic"", ""lounge"", ""world""]","[""synthesizer""]","[""electronic""]"
track_0296237,artist_348064,album_040689,37/296237.mp3,250.6,"[""classical"", ""drumnbass"", ""easylistening"", ""electronic"", ""idm"", ""lounge""]","[""drums"", ""piano"", ""synthesizer"", ""violin""]","[""classical"", ""electronic""]"
track_1023486,artist_432273,album_120335,86/1023486.mp3,173.8,"[""jazz"", ""soundtrack""]","[""acousticbassguitar"", ""clarinet"", ""drums"", ""piano""]","[""jazz""]"
track_0938052,artist_007805,album_110144,52/938052.mp3,219.1,"[""folk"", ""instrumentalpop"", ""popfolk""]","[""acousticguitar"", ""electricguitar""]","[""folk""]"
track_0272910,artist_347166,album_038649,10/272910.mp3,68.6,"[""classical""]","[""piano""]","[""classical""]"
track_0129978,artist_008021,album_018326,78/129978.mp3,187.1,"[""electronic"", ""hiphop""]","[""synthesizer""]","[""electronic"", ""hiphop""]"
track_0136840,artist_338247,album_019495,40/136840.mp3,377.1,"[""classical""]","[""piano""]","[""classical""]"
track_1067291,artist_351337,album_126162,91/1067291.mp3,250.8,"[""alternative"", ""indie"", ""rock"", ""soundtrack""]","[""bass"", ""drums"", ""electricguitar""]","[""rock""]"
track_0088554,artist_336521,album_008472,54/88554.mp3,242.6,"[""classical"", ""jazz""]","[""piano""]","[""classical"", ""jazz""]"
track_1159696,artist_455072,album_139261,96/1159696.mp3,206.2,"[""folk"", ""popfolk""]","[""accordion"", ""acousticguitar"", ""drums"", ""flute"", ""piano"", ""violin"", ""voice""]","[""folk""]"
track_1268732,artist_434498,album_151571,32/1268732.mp3,187.4,"[""classical""]","[""organ""]","[""classical""]"
track_1129657,artist_444240,album_135368,57/1129657.mp3,212.5,"[""improvisation"", ""psychedelic"", ""rock""]","[""bass"", ""drums"", ""guitar"", ""voice""]","[""rock""]"
track_0402576,artist_000087,album_050172,76/402576.mp3,194.7,"[""ambient"", ""chillout"", ""easylistening"", ""electronic"", ""lounge"", ""newage""]","[""synthesizer""]","[""electronic""]"
track_1416534,artist_350065,album_165345,34/1416534.mp3,240.0,"[""ambient"", ""classical""]","[""clarinet"", ""flute"", ""piano""]","[""classical""]"
track_1126082,artist_443926,album_134744,82/1126082.mp3,526.9,"[""electronic"", ""house""]","[""acousticbassguitar"", ""acousticguitar"", ""bass"", ""classicalguitar"", ""computer"", ""drummachine"", ""drums"", ""electricguitar"", ""electricpiano"", ""keyboard"", ""piano"", ""rhodes"", ""sampler"", ""saxophone"", ""synthesizer"", ""voice""]","[""electronic""]"
track_1317901,artist_001166,album_156335,01/1317901.mp3,165.4,"[""alternative"", ""punkrock"", ""rock""]","[""guitar""]","[""rock""]"
track_1078474,artist_438603,album_128602,74/1078474.mp3,340.3,"[""progressive"", ""rock""]","[""acousticguitar"", ""bass"", ""drummachine"", ""drums"", ""electricguitar"", ""electricpiano"", ""piano""]","[""rock""]"
track_1103452,artist_441968,album_131709,52/1103452.mp3,116.0,"[""classical"", ""easylistening"", ""jazz""]","[""piano""]","[""classical"", ""jazz""]"
track_1332223,artist_347673,album_157571,23/1332223.mp3,134.2,"[""classical""]","[""piano""]","[""classical""]"
track_1417903,artist_496884,album_165470,03/1417903.mp3,248.2,"[""electronic"", ""experimental"", ""hiphop""]","[""beat"", ""synthesizer""]","[""electronic"", ""hiphop""]"
track_0913291,artist_007063,album_108108,91/913291.mp3,174.4,"[""dance"", ""electronic"", ""eurodance"", ""pop""]","[""bass"", ""piano"", ""synthesizer""]","[""electronic""]"
track_1150099,artist_008094,album_137915,99/1150099.mp3,277.8,"[""electronic""]","[""computer"", ""piano"", ""strings"", ""synthesizer""]","[""electronic""]"
track_0919356,artist_373067,album_108888,56/919356.mp3,200.0,"[""pop"", ""poprock"", ""rock""]","[""bass""]","[""rock""]"
track_1372874,artist_492989,album_161485,74/1372874.mp3,119.1,"[""folk"", ""pop"", ""singersongwriter""]","[""acousticguitar""]","[""folk""]"
track_0166583,artist_339527,album_024435,83/166583.mp3,231.7,"[""alternative"", ""blues"", ""indie"", ""pop"", ""popfolk"", ""rock"", ""singersongwriter"", ""world""]","[""acousticguitar"", ""piano""]","[""rock""]"
track_1051952,artist_357763,album_123892,52/1051952.mp3,298.5,"[""alternative"", ""pop"", ""poprock"", ""rock""]","[""electricguitar""]","[""rock""]"
track_1165995,artist_437812,album_140240,95/1165995.mp3,200.6,"[""folk"", ""rock""]","[""acousticguitar"", ""drums"", ""electricguitar"", ""guitar"", ""piano"", ""voice""]","[""rock"", ""folk""]"
track_0903596,artist_347673,album_106400,96/903596.mp3,120.0,"[""classical"", ""easylistening""]","[""piano""]","[""classical""]"
track_1164567,artist_455286,album_139964,67/1164567.mp3,45.0,"[""jazz"", ""rocknroll"", ""soundtrack""]","[""brass"", ""drums"", ""saxophone"", ""trombone"", ""trumpet""]","[""jazz""]"
track_0293161,artist_001885,album_040427,61/293161.mp3,235.0,"[""alternative"", ""metal"", ""rock""]","[""bass"", ""drums"", ""electricguitar""]","[""rock""]"
track_1123291,artist_344764,album_134283,91/1123291.mp3,161.9,"[""classical"", ""orchestral"", ""soundtrack"", ""symphonic""]","[""cello"", ""doublebass"", ""flute"", ""harp"", ""horn"", ""violin""]","[""classical""]"
track_1040015,artist_396983,album_122526,15/1040015.mp3,168.0,"[""electronic"", ""lounge"", ""pop""]","[""piano"", ""synthesizer""]","[""electronic""]"
track_0425766,artist_348064,album_052039,66/425766.mp3,233.0,"[""classical"", ""electronic""]","[""bass"", ""drums"", ""piano"", ""synthesizer"", ""violin""]","[""classical"", ""electronic""]"
track_1115634,artist_441505,album_133291,34/1115634.mp3,34.0,"[""ambient"", ""classical""]","[""clarinet"", ""drummachine"", ""flute"", ""oboe"", ""synthesizer""]","[""classical""]"
track_0858536,artist_342854,album_100466,36/858536.mp3,190.9,"[""classical""]","[""piano""]","[""classical""]"
track_1251313,artist_476869,album_149730,13/1251313.mp3,323.0,"[""rock"", ""world""]","[""voice""]","[""rock""]"
track_0957457,artist_007805,album_112591,57/957457.mp3,110.2,"[""folk"", ""soundtrack""]","[""ukulele""]","[""folk""]"
track_0077441,artist_007625,album_006984,41/77441.mp3,594.5,"[""chillout"", ""electronic""]","[""drums""]","[""electronic""]"
track_1348657,artist_435992,album_159130,57/1348657.mp3,237.5,"[""bossanova"", ""jazz"", ""latin""]","[""guitar"", ""saxophone""]","[""jazz""]"
track_1374304,artist_493107,album_161595,04/1374304.mp3,106.9,"[""classical"", ""improvisation"", ""jazz""]","[""piano""]","[""classical"", ""jazz""]"
track_0277804,artist_347359,album_039102,04/277804.mp3,227.4,"[""folk"", ""popfolk"", ""singersongwriter""]","[""acousticguitar""]","[""folk""]"
track_1105052,artist_341226,album_131942,52/1105052.mp3,205.6,"[""folk"", ""pop"", ""singersongwriter""]","[""accordion"", ""guitar"", ""violin""]","[""folk""]"
track_1222001,artist_437980,album_146587,01/1222001.mp3,171.2,"[""folk"", ""latin"", ""popfolk""]","[""clarinet"", ""violin""]","[""folk""]"
track_1077278,artist_439012,album_128320,78/1077278.mp3,158.9,"[""experimental"", ""folk"", ""indie"", ""popfolk""]","[""acousticguitar""]","[""folk""]"
track_0890461,artist_340121,album_104742,61/890461.mp3,259.6,"[""ambient"", ""classical"", ""electronic"", ""orchestral"", ""soundtrack""]","[""cello"", ""computer"", ""piano"", ""violin""]","[""classical"", ""electronic""]"
track_0470753,artist_354858,album_056149,53/470753.mp3,174.5,"[""classical""]","[""piano""]","[""classical""]"
track_0965601,artist_373214,album_113559,01/965601.mp3,185.5,"[""classical""]","[""horn"", ""trombone"", ""trumpet""]","[""classical""]"
track_1159669,artist_455072,album_139251,69/1159669.mp3,326.3,"[""folk"", ""popfolk""]","[""accordion"", ""acousticguitar"", ""flute"", ""piano"", ""violin"", ""voice""]","[""folk""]"
track_1095024,artist_352266,album_130540,24/1095024.mp3,199.4,"[""electronic"", ""pop"", ""rock""]","[""bass"", ""drums"", ""electricguitar"", ""guitar"", ""synthesizer"", ""voice""]","[""rock"", ""electronic""]"
track_0764605,artist_001064,album_089541,05/764605.mp3,138.8,"[""dance"", ""electronic"", ""soundtrack""]","[""computer"", ""drummachine"", ""keyboard"", ""sampler"", ""synthesizer""]","[""electronic""]"
track_1365242,artist_350719,album_160697,42/1365242.mp3,170.8,"[""metal"", ""punkrock"", ""rock""]","[""guitar""]","[""rock""]"
track_1170403,artist_455493,album_140848,03/1170403.mp3,155.0,"[""classical"", ""soundtrack""]","[""orchestra"", ""piano""]","[""classical""]"
track_0154635,artist_338838,album_022086,35/154635.mp3,512.9,"[""easylistening"", ""electronic"", ""improvisation"", ""jazz"", ""lounge""]","[""saxophone"", ""synthesizer""]","[""electronic"", ""jazz""]"
track_1225501,artist_467520,album_146995,01/1225501.mp3,206.8,"[""hiphop"", ""rap""]","[""piano""]","[""hiphop""]"
track_0278336,artist_344764,album_039136,36/278336.mp3,160.0,"[""classical"", ""orchestral"", ""symphonic""]","[""cello"", ""doublebass"", ""harp"", ""horn"", ""violin""]","[""classical""]"
track_0571484,artist_359034,album_065970,84/571484.mp3,189.5,"[""funk"", ""hiphop"", ""jazz"", ""soul""]","[""bass"", ""bell"", ""bongo"", ""brass"", ""cello"", ""clarinet"", ""classicalguitar"", ""computer"", ""drummachine"", ""drums"", ""electricguitar"", ""electricpiano"", ""flute"", ""harp"", ""horn"", ""keyboard"", ""piano"", ""rhodes"", ""saxophone"", ""trumpet"", ""violin"", ""voice""]","[""jazz"", ""hiphop""]"
track_1118601,artist_423996,album_133696,01/1118601.mp3,49.7,"[""ambient"", ""electronic"", ""experimental"", ""orchestral""]","[""computer""]","[""electronic""]"
track_1093649,artist_430529,album_130351,49/1093649.mp3,295.8,"[""edm"", ""electronic"", ""soundtrack"", ""world""]","[""bass"", ""drums"", ""organ""]","[""electronic""]"
track_1134585,artist_429529,album_136162,85/1134585.mp3,273.7,"[""ambient"", ""classical"", ""soundtrack""]","[""piano""]","[""classical""]"
track_0716963,artist_366101,album_083648,63/716963.mp3,202.0,"[""instrumentalrock"", ""rock""]","[""electricguitar"", ""guitar""]","[""rock""]"
track_0150962,artist_338247,album_021576,62/150962.mp3,104.4,"[""classical""]","[""piano""]","[""classical""]"
track_1078367,artist_341528,album_128423,67/1078367.mp3,122.7,"[""ambient"", ""celtic"", ""folk""]","[""harp""]","[""folk""]"
track_1153116,artist_439567,album_138319,16/1153116.mp3,294.4,"[""hiphop"", ""triphop""]","[""bell"", ""drummachine"", ""drums"", ""keyboard"", ""oboe"", ""pipeorgan"", ""sampler"", ""synthesizer""]","[""hiphop""]"
track_0006719,artist_000937,album_001020,19/6719.mp3,190.2,"[""alternative"", ""pop"", ""rock""]","[""piano""]","[""rock""]"
track_1315940,artist_426809,album_156164,40/1315940.mp3,244.3,"[""folk"", ""singersongwriter""]","[""guitar"", ""keyboard""]","[""folk""]"
track_0188505,artist_340550,album_028236,05/188505.mp3,313.5,"[""metal"", ""punkrock"", ""rock"", ""ska""]","[""bass"", ""drums"", ""electricguitar"", ""saxophone"", ""trombone"", ""trumpet""]","[""rock""]"
track_1054172,artist_436212,album_124241,72/1054172.mp3,70.2,"[""electronic"", ""soundtrack""]","[""electricpiano""]","[""electronic""]"
track_0768437,artist_359034,album_090022,37/768437.mp3,182.8,"[""chillout"", ""funk"", ""hiphop"", ""jazz"", ""soul"", ""soundtrack""]","[""bass"", ""bell"", ""bongo"", ""brass"", ""cello"", ""clarinet"", ""classicalguitar"", ""computer"", ""drummachine"", ""drums"", ""electricguitar"", ""electricpiano"", ""flute"", ""guitar"", ""horn"", ""keyboard"", ""orchestra"", ""percussion"", ""rhodes"", ""saxophone"", ""trombone"", ""trumpet"", ""ukulele"", ""violin""]","[""jazz"", ""hiphop""]"
track_0941153,artist_343767,album_110571,53/941153.mp3,199.0,"[""folk"", ""pop"", ""popfolk"", ""singersongwriter""]","[""acousticguitar"", ""piano""]","[""folk""]"
track_1095021,artist_352266,album_130540,21/1095021.mp3,241.5,"[""electronic"", ""pop"", ""rock""]","[""bass"", ""drums"", ""electricguitar"", ""guitar"", ""synthesizer"", ""voice""]","[""rock"", ""electronic""]"
track_1111986,artist_441505,album_132806,86/1111986.mp3,254.4,"[""classical"", ""electronic""]","[""piano"", ""synthesizer"", ""viola""]","[""classical"", ""electronic""]"
